"geneID","spearman_rho","pvalue","padj","fdr","module_size"
"Vitvi02g00508",-0.401500636615636,0.0152203400780548,1,0.0183421822094837,1219
"Vitvi02g00509",0.333777637668421,0.0466511603903606,1,0.0515585903380276,87
"Vitvi02g00510",-0.617046562867391,6.11763032283906e-05,0.412634165275494,0.000146480001872735,377
"Vitvi02g00511",-0.445387245405387,0.00648632975622311,1,0.00858017144650419,1755
"Vitvi02g00512",0.566501351210905,0.000316031464128365,1,0.000616256786801336,48
"Vitvi02g00526",-0.382151208345003,0.0214447164072558,1,0.0250727356850304,107
"Vitvi02g00533",-0.169307497368039,0.323571829826416,1,0.329980645929722,171
"Vitvi02g00545",-0.650635215252128,1.73903596896964e-05,0.117297976107002,5.01702207472208e-05,1650
"Vitvi02g00546",-0.478898349698169,0.00312849885508842,1,0.00453410502311375,873
"Vitvi02g00547",-0.805866520846256,3.0325679100921e-09,2.04546705535712e-05,3.62671463715802e-08,114
"Vitvi02g00560",-0.741026685835638,2.35927407095584e-07,0.00159133036085972,1.15649008783411e-06,1031
"Vitvi02g00565",-0.732192019057719,3.86909679732785e-07,0.00260970578979763,1.72993206485866e-06,1543
"Vitvi02g00567",-0.740378003562767,2.44817524107697e-07,0.00165129420010642,1.17930579779983e-06,1587
"Vitvi02g00575",0.733122968859446,3.67592609471791e-07,0.00247941215088723,1.66027342790606e-06,9
"Vitvi02g00603",-0.556734056756734,0.000421261179223091,1,0.00079502144763843,1525
"Vitvi02g00605",0.728339142486456,4.77206112970514e-07,0.00321875523198612,2.04755421882068e-06,299
"Vitvi02g00626",-0.713238185116801,1.05085825073373e-06,0.00708803890119901,4.03697998757342e-06,1373
"Vitvi02g00629",-0.808995377700137,2.36091949141347e-09,1.59244019695839e-05,2.92727977382058e-08,1146
"Vitvi02g00659",0.411175350750953,0.0127285678576514,1,0.015590010931516,37
"Vitvi02g00666",-0.660657747351324,1.15931316779955e-05,0.0781956731680795,3.46765734669976e-05,100
"Vitvi02g00669",0.420850064886269,0.010590608809886,1,0.0131991235075169,820
"Vitvi02g00682",-0.787340853700365,1.22427146158592e-08,8.25771100839703e-05,1.17463883476487e-07,984
"Vitvi02g00686",-0.459548921427535,0.00480814938579871,1,0.00659300012344223,447
"Vitvi02g00695",0.707147226578172,1.4249006694799e-06,0.00961095501564193,5.31443316189995e-06,23
"Vitvi02g00701",-0.57638349405403,0.000234110207241294,1,0.000473627278896979,1023
"Vitvi02g00702",0.62921932258709,3.94453922621833e-05,0.266059170808426,0.000100703698262084,776
"Vitvi02g00705",0.411175350750953,0.0127285678576514,1,0.015590010931516,6
"Vitvi02g00709",-0.717869601903274,8.29321601172098e-07,0.0055937741999058,3.30016176985593e-06,1787
"Vitvi02g00717",0.42300273316451,0.0101588454746375,1,0.0128606255117174,48
"Vitvi02g00721",0.713238185116801,1.05085825073372e-06,0.00708803890119893,4.03697998757342e-06,163
"Vitvi02g00726",-0.809120162486453,2.33724282529153e-09,1.57647028565914e-05,2.92727977382058e-08,1066
"Vitvi02g00734",-0.411175350750953,0.0127285678576514,1,0.015590010931516,20
"Vitvi02g00750",0.430524779021586,0.00876561976487691,1,0.0111699336916963,61
"Vitvi02g00772",-0.609132556216191,8.05930710257105e-05,0.543600264068417,0.000186292071305146,1401
"Vitvi02g00790",-0.613922256397776,6.82698790203278e-05,0.460480333992111,0.000161232609941215,37
"Vitvi02g00792",0.686348778737637,3.81502240835494e-06,0.0257323261443541,1.27073215527675e-05,139
"Vitvi02g00936",-0.459548921427535,0.00480814938579871,1,0.00659300012344223,130
"Vitvi02g00983",0.372476494209687,0.0252748166470031,1,0.0291366669430929,5
"Vitvi02g00994",-0.39182592248032,0.0181099832764267,1,0.0214564969610922,136
"Vitvi02g00999",-0.430524779021586,0.00876561976487687,1,0.0111699336916963,715
"Vitvi02g01001",0.78816076270267,1.15432752848525e-08,7.785939179633e-05,1.12027901865223e-07,444
"Vitvi02g01003",0.637291797148107,2.91799556594364e-05,0.196818800922898,7.7640552632307e-05,14
"Vitvi02g01004",-0.684531130470243,4.1421809807533e-06,0.027939010715181,1.37225003512677e-05,10
"Vitvi02g01005",0.478898349698169,0.00312849885508842,1,0.00453410502311375,855
"Vitvi02g01047",-0.469223635562852,0.00389036020229628,1,0.00547589306437572,36
"Vitvi02g01113",-0.707062962734838,1.43083923232176e-06,0.0096510106220103,5.31443316189995e-06,286
"Vitvi02g01143",-0.602582743783759,0.000100689603007756,0.679151372287312,0.000225781706212537,817
"Vitvi02g01153",0.39182592248032,0.0181099832764267,1,0.0214564969610922,492
"Vitvi02g01166",-0.373339308648633,0.0249117639239838,1,0.0290056702342949,39
"Vitvi02g01167",-0.74411429702662,1.9754523623761e-07,0.00133244261842268,9.84078743295934e-07,9
"Vitvi02g01179",0.311976717608017,0.0639779255219854,1,0.0695120985254175,26
"Vitvi02g01182",-0.646046095395334,2.08367040612724e-05,0.140543568893282,5.83018023383926e-05,21
"Vitvi02g01204",-0.382151208345003,0.0214447164072558,1,0.0250727356850304,1662
"Vitvi02g01211",-0.478898349698169,0.00312849885508842,1,0.00453410502311375,53
"Vitvi02g01215",-0.803875153790643,3.54813370040871e-09,2.39321618092567e-05,4.1050020256015e-08,1093
"Vitvi02g01227",0.674600618948719,6.42804990185041e-06,0.043357196587981,2.0232009607084e-05,177
"Vitvi02g01230",-0.858898736972937,2.06178988128794e-11,1.39067727492871e-07,1.20928458689453e-09,1129
"Vitvi02g01236",-0.839249299675641,1.61314519221889e-10,1.08806643215164e-06,4.18487089289093e-09,1857
"Vitvi02g01248",0.449874207292219,0.00590725996608226,1,0.00783877011041214,367
"Vitvi02g01270",0.552471922567315,0.000476236747738389,1,0.000884420942592356,3
"Vitvi02g01279",-0.420850064886269,0.010590608809886,1,0.0131991235075169,3
"Vitvi02g01288",0.694712517970911,2.59273082141354e-06,0.0174879693904343,9.01441721156413e-06,914
"Vitvi02g01317",0.188656925638672,0.270494358476957,1,0.277572561680675,34
"Vitvi02g01319",-0.602696642800707,0.000100304716366618,0.67655531189284,0.000225781706212537,23
"Vitvi02g01323",-0.465067431979188,0.00426411492765172,1,0.0059538397226666,155
"Vitvi02g01324",0.72151162192928,6.86190536909834e-07,0.00462835517145683,2.8084679438452e-06,59
