common_name	vitvi_id	source	genotype	timing	log2FC_apeglm	padj_threshold_test	DE_primary
EIX1	Vitvi00g04469	AlphaFold_EIX1	Rpv12+1+3	0	-2.86318224875302	0.251614735617783	TRUE
EIX1	Vitvi00g04469	AlphaFold_EIX1	Rpv12+1+3	6	-0.831457886104852	0.847188269518625	FALSE
EIX1	Vitvi00g04469	AlphaFold_EIX1	Rpv12+1+3	24	-0.290258759272836	1	FALSE
EIX1	Vitvi01g01400	AlphaFold_EIX1	Rpv12	0	0.512766678709789	1	FALSE
EIX1	Vitvi01g01400	AlphaFold_EIX1	Rpv12	6	0.533389857640039	1	FALSE
EIX1	Vitvi01g01400	AlphaFold_EIX1	Rpv12	24	0.239503050822035	1	FALSE
EIX1	Vitvi01g01400	AlphaFold_EIX1	Rpv12+1	0	0.353022620013758	1	FALSE
EIX1	Vitvi01g01400	AlphaFold_EIX1	Rpv12+1	6	0.503597643027058	1	FALSE
EIX1	Vitvi01g01400	AlphaFold_EIX1	Rpv12+1	24	0.076610704621208	1	FALSE
EIX1	Vitvi01g01400	AlphaFold_EIX1	Rpv12+1+3	0	0.262199245005912	1	FALSE
EIX1	Vitvi01g01400	AlphaFold_EIX1	Rpv12+1+3	6	0.46469348096762	1	FALSE
EIX1	Vitvi01g01400	AlphaFold_EIX1	Rpv12+1+3	24	0.125209794553283	1	FALSE
EIX1	Vitvi01g01618	AlphaFold_EIX1	Rpv12	0	1.06152487721529	1	TRUE
EIX1	Vitvi01g01618	AlphaFold_EIX1	Rpv12	6	0.606086347780523	1	FALSE
EIX1	Vitvi01g01618	AlphaFold_EIX1	Rpv12	24	0.00624008303807217	1	FALSE
EIX1	Vitvi01g01618	AlphaFold_EIX1	Rpv12+1	0	0.245290540402034	1	FALSE
EIX1	Vitvi01g01618	AlphaFold_EIX1	Rpv12+1	6	0.320386990829943	1	FALSE
EIX1	Vitvi01g01618	AlphaFold_EIX1	Rpv12+1	24	-0.322086147322067	1	FALSE
EIX1	Vitvi01g01618	AlphaFold_EIX1	Rpv12+1+3	0	0.410417281411014	1	FALSE
EIX1	Vitvi01g01618	AlphaFold_EIX1	Rpv12+1+3	6	0.311137423021594	1	FALSE
EIX1	Vitvi01g01618	AlphaFold_EIX1	Rpv12+1+3	24	-0.103945723014	1	FALSE
EIX1	Vitvi01g04414	AlphaFold_EIX1	Rpv12	0	3.67394102775013	0.000320515764695136	TRUE
EIX1	Vitvi01g04414	AlphaFold_EIX1	Rpv12	6	2.22941068081136	0.265568379580637	TRUE
EIX1	Vitvi01g04414	AlphaFold_EIX1	Rpv12	24	1.06180292169536	1	TRUE
EIX1	Vitvi01g04414	AlphaFold_EIX1	Rpv12+1	0	1.58973980406287	0.639507205419298	TRUE
EIX1	Vitvi01g04414	AlphaFold_EIX1	Rpv12+1	6	1.01960655967054	1	FALSE
EIX1	Vitvi01g04414	AlphaFold_EIX1	Rpv12+1	24	0.0318643272165021	1	FALSE
EIX1	Vitvi01g04414	AlphaFold_EIX1	Rpv12+1+3	0	-0.00939821575225498	1	FALSE
EIX1	Vitvi01g04414	AlphaFold_EIX1	Rpv12+1+3	6	0.166588266063051	1	FALSE
EIX1	Vitvi01g04414	AlphaFold_EIX1	Rpv12+1+3	24	0.380452174781888	1	FALSE
EIX1	Vitvi01g04416	AlphaFold_EIX1	Rpv12	0	3.61881491356724	0.00268356837506143	TRUE
