"gene","genotype","pattern","category","group"
"Vitvi10g01609","Rpv12+1","DEE","IEV","Group_V"
"Vitvi10g01612","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01615","Rpv12+1","UEE","IEV","Group_III"
"Vitvi10g01616","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01620","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01644","Rpv12+1","DEE","IEV","Group_II"
"Vitvi10g01650","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g01655","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01657","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g01662","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01666","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01674","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g01675","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01676","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g01678","Rpv12+1","DED","CP","Group_VI"
"Vitvi10g01682","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi10g01684","Rpv12+1","EED","LR","Group_VI"
"Vitvi10g01685","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g01686","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi10g01689","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01696","Rpv12+1","UUU","SCh","Group_I"
"Vitvi10g01697","Rpv12+1","UEU","CP","Group_V"
"Vitvi10g01698","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g01699","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g01700","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g01702","Rpv12+1","EEE","EEE","Group_III"
"Vitvi10g01703","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01704","Rpv12+1","EDE","TRS","Group_VI"
"Vitvi10g01710","Rpv12+1","UDD","CP","Group_V"
"Vitvi10g01729","Rpv12+1","UED","CP","Group_VI"
"Vitvi10g01734","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi10g01735","Rpv12+1","EED","LR","Group_I"
"Vitvi10g01740","Rpv12+1","UEU","CP","Group_VI"
"Vitvi10g01746","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g01748","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g01753","Rpv12+1","EEU","LR","Group_III"
"Vitvi10g01754","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g01760","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g01770","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g01771","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g01773","Rpv12+1","EEU","LR","Group_III"
"Vitvi10g01778","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g01779","Rpv12+1","UUE","IEV","Group_VI"
"Vitvi10g01787","Rpv12+1","DDD","SCh","Group_VI"
"Vitvi10g01789","Rpv12+1","DDD","SCh","Group_VI"
"Vitvi10g01790","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01791","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01793","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g01798","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g01799","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g01812","Rpv12+1","EDE","TRS","Group_VI"
"Vitvi10g01813","Rpv12+1","UUE","IEV","Group_III"
"Vitvi10g01814","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01835","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01837","Rpv12+1","DEE","IEV","Group_V"
"Vitvi10g01839","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01851","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g01852","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01854","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01856","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g01857","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01858","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01859","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g01860","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g01862","Rpv12+1","UEU","CP","Group_V"
"Vitvi10g01875","Rpv12+1","UEU","CP","Group_VI"
"Vitvi10g01880","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g01881","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g01886","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi10g01888","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01892","Rpv12+1","UEE","IEV","Group_I"
"Vitvi10g01901","Rpv12+1","EUU","ER","Group_III"
"Vitvi10g01909","Rpv12+1","DEU","CP","Group_V"
"Vitvi10g01910","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi10g01912","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g01916","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01921","Rpv12+1","DED","CP","Group_V"
"Vitvi10g01931","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g01935","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g01952","Rpv12+1","DDD","SCh","Group_I"
"Vitvi10g01970","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02015","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g02023","Rpv12+1","UUE","IEV","Group_I"
"Vitvi10g02024","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g02029","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g02037","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g02038","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi10g02047","Rpv12+1","UED","CP","Group_VI"
"Vitvi10g02048","Rpv12+1","UED","CP","Group_VI"
"Vitvi10g02068","Rpv12+1","EED","LR","Group_II"
"Vitvi10g02089","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g02097","Rpv12+1","UUU","SCh","Group_VI"
"Vitvi10g02101","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02102","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02165","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02177","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g02178","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02185","Rpv12+1","EED","LR","Group_VI"
"Vitvi10g02211","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02212","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02215","Rpv12+1","EEU","LR","Group_V"
"Vitvi10g02216","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02219","Rpv12+1","EEU","LR","Group_V"
"Vitvi10g02222","Rpv12+1","EED","LR","Group_V"
"Vitvi10g02225","Rpv12+1","EEU","LR","Group_V"
"Vitvi10g02229","Rpv12+1","EED","LR","Group_I"
"Vitvi10g02248","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g02253","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g02256","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02268","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g02282","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02283","Rpv12+1","EEU","LR","Group_VI"
"Vitvi10g02284","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g02289","Rpv12+1","DEE","IEV","Group_I"
"Vitvi10g02293","Rpv12+1","DED","CP","Group_IV"
"Vitvi10g02298","Rpv12+1","DED","CP","Group_V"
"Vitvi10g02300","Rpv12+1","DED","CP","Group_V"
"Vitvi10g02302","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi10g02306","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g02308","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi10g02309","Rpv12+1","EDD","ER","Group_VI"
"Vitvi10g02322","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g02328","Rpv12+1","EEE","EEE","Group_III"
"Vitvi10g02336","Rpv12+1","EDD","ER","Group_VI"
"Vitvi10g02340","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g02343","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02346","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g02353","Rpv12+1","EEU","LR","Group_V"
"Vitvi10g02384","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04004","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04005","Rpv12+1","EEU","LR","Group_V"
"Vitvi10g04008","Rpv12+1","DEE","IEV","Group_V"
"Vitvi10g04010","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04023","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi10g04028","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04029","Rpv12+1","EED","LR","Group_VI"
"Vitvi10g04030","Rpv12+1","UUE","IEV","Group_VI"
"Vitvi10g04031","Rpv12+1","EUU","ER","Group_VI"
"Vitvi10g04034","Rpv12+1","EEU","LR","Group_VI"
"Vitvi10g04035","Rpv12+1","UEU","CP","Group_V"
"Vitvi10g04037","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04040","Rpv12+1","EEU","LR","Group_III"
"Vitvi10g04043","Rpv12+1","DED","CP","Group_IV"
"Vitvi10g04044","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04045","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g04050","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04051","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04052","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04053","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04054","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04063","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04064","Rpv12+1","EEU","LR","Group_III"
"Vitvi10g04068","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04070","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04071","Rpv12+1","UEU","CP","Group_VI"
"Vitvi10g04073","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi10g04074","Rpv12+1","UUE","IEV","Group_V"
"Vitvi10g04078","Rpv12+1","EED","LR","Group_VI"
"Vitvi10g04079","Rpv12+1","DEE","IEV","Group_V"
"Vitvi10g04081","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g04085","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04092","Rpv12+1","EEE","EEE","Group_III"
"Vitvi10g04093","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04094","Rpv12+1","EED","LR","Group_II"
"Vitvi10g04096","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04100","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04106","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04109","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04114","Rpv12+1","EEU","LR","Group_V"
"Vitvi10g04115","Rpv12+1","EEU","LR","Group_VI"
"Vitvi10g04118","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04122","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04123","Rpv12+1","UEU","CP","Group_VI"
"Vitvi10g04124","Rpv12+1","EDD","ER","Group_VI"
"Vitvi10g04129","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04130","Rpv12+1","DEE","IEV","Group_I"
"Vitvi10g04131","Rpv12+1","DED","CP","Group_IV"
"Vitvi10g04132","Rpv12+1","DED","CP","Group_IV"
"Vitvi10g04135","Rpv12+1","UEU","CP","Group_V"
"Vitvi10g04136","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04138","Rpv12+1","EDE","TRS","Group_V"
"Vitvi10g04143","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04146","Rpv12+1","EED","LR","Group_I"
"Vitvi10g04158","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04160","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g04178","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04179","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04182","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04191","Rpv12+1","UUU","SCh","Group_VI"
"Vitvi10g04194","Rpv12+1","UEE","IEV","Group_III"
"Vitvi10g04195","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g04202","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g04203","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g04208","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g04209","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g04210","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g04213","Rpv12+1","EEU","LR","Group_I"
"Vitvi10g04214","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g04216","Rpv12+1","EDD","ER","Group_VI"
"Vitvi10g04218","Rpv12+1","DDD","SCh","Group_VI"
"Vitvi10g04223","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04227","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi10g04230","Rpv12+1","DEE","IEV","Group_II"
"Vitvi10g04231","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04236","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04239","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04240","Rpv12+1","DEE","IEV","Group_II"
"Vitvi10g04242","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04244","Rpv12+1","EEU","LR","Group_V"
"Vitvi10g04257","Rpv12+1","EED","LR","Group_I"
"Vitvi10g04258","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04262","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g04265","Rpv12+1","EED","LR","Group_V"
"Vitvi10g04270","Rpv12+1","EUU","ER","Group_III"
"Vitvi10g04272","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04275","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04276","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04280","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g04281","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g04283","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04284","Rpv12+1","DDD","SCh","Group_VI"
"Vitvi10g04285","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g04287","Rpv12+1","UED","CP","Group_V"
"Vitvi10g04289","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04292","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04295","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g04296","Rpv12+1","UEE","IEV","Group_III"
"Vitvi10g04302","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04310","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g04312","Rpv12+1","EEE","EEE","Group_III"
"Vitvi10g04319","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04321","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04322","Rpv12+1","UUE","IEV","Group_V"
"Vitvi10g04323","Rpv12+1","EEU","LR","Group_III"
"Vitvi10g04326","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04333","Rpv12+1","UEU","CP","Group_VI"
"Vitvi10g04344","Rpv12+1","DED","CP","Group_V"
"Vitvi10g04360","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04363","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi10g04364","Rpv12+1","DED","CP","Group_V"
"Vitvi10g04368","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04371","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g04372","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04378","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g04381","Rpv12+1","EUU","ER","Group_VI"
"Vitvi10g04385","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g04386","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04387","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi10g04388","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi10g04400","Rpv12+1","EUU","ER","Group_VI"
"Vitvi10g04410","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi10g04412","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04413","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04415","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04416","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04434","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi10g04435","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi10g04436","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04437","Rpv12+1","EED","LR","Group_VI"
"Vitvi10g04446","Rpv12+1","UEE","IEV","Group_II"
"Vitvi10g04451","Rpv12+1","DEE","IEV","Group_V"
"Vitvi10g04452","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04463","Rpv12+1","DDD","SCh","Group_VI"
"Vitvi10g04464","Rpv12+1","DDD","SCh","Group_VI"
"Vitvi10g04469","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04473","Rpv12+1","EUU","ER","Group_VI"
"Vitvi10g04475","Rpv12+1","EEU","LR","Group_III"
"Vitvi10g04478","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi10g04481","Rpv12+1","DEE","IEV","Group_II"
"Vitvi10g04484","Rpv12+1","EED","LR","Group_V"
"Vitvi10g04486","Rpv12+1","EEU","LR","Group_V"
"Vitvi10g04490","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi10g04491","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04499","Rpv12+1","DED","CP","Group_V"
"Vitvi10g04503","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04504","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi10g04508","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04509","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04511","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04515","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04533","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04611","Rpv12+1","EED","LR","Group_V"
"Vitvi10g04612","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04613","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04614","Rpv12+1","EEU","LR","Group_VI"
"Vitvi10g04619","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04621","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04623","Rpv12+1","EED","LR","Group_I"
"Vitvi10g04641","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04646","Rpv12+1","EED","LR","Group_V"
"Vitvi10g04650","Rpv12+1","UEU","CP","Group_V"
"Vitvi10g04652","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04668","Rpv12+1","EDD","ER","Group_VI"
"Vitvi10g04669","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04673","Rpv12+1","UEE","IEV","Group_V"
"Vitvi10g04676","Rpv12+1","EED","LR","Group_V"
"Vitvi10g04686","Rpv12+1","EEU","LR","Group_VI"
"Vitvi10g04691","Rpv12+1","UUU","SCh","Group_VI"
"Vitvi10g04699","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04707","Rpv12+1","EED","LR","Group_II"
"Vitvi10g04709","Rpv12+1","DDD","SCh","Group_VI"
"Vitvi10g04710","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi10g04719","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04721","Rpv12+1","EED","LR","Group_V"
"Vitvi10g04729","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04730","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04731","Rpv12+1","EEE","EEE","Group_V"
"Vitvi10g04734","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi10g04735","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi10g04736","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g00004","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00009","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00012","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00013","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00014","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g00016","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00017","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00028","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00030","Rpv12+1","UEE","IEV","Group_III"
"Vitvi11g00033","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00035","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00038","Rpv12+1","EDE","TRS","Group_VI"
"Vitvi11g00040","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00041","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00045","Rpv12+1","UUE","IEV","Group_VI"
"Vitvi11g00046","Rpv12+1","UUU","SCh","Group_V"
"Vitvi11g00050","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00052","Rpv12+1","DDE","IEV","Group_III"
"Vitvi11g00053","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00066","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00071","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00074","Rpv12+1","EEE","EEE","Group_III"
"Vitvi11g00075","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi11g00083","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00089","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00095","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00096","Rpv12+1","EED","LR","Group_VI"
"Vitvi11g00097","Rpv12+1","EED","LR","Group_VI"
"Vitvi11g00098","Rpv12+1","UEU","CP","Group_V"
"Vitvi11g00099","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00101","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi11g00106","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00120","Rpv12+1","EEU","LR","Group_III"
"Vitvi11g00129","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00139","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00140","Rpv12+1","UEE","IEV","Group_I"
"Vitvi11g00141","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g00146","Rpv12+1","EED","LR","Group_V"
"Vitvi11g00154","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00156","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00157","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00165","Rpv12+1","EED","LR","Group_VI"
"Vitvi11g00169","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00175","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00177","Rpv12+1","UEU","CP","Group_VI"
"Vitvi11g00178","Rpv12+1","EEU","LR","Group_V"
"Vitvi11g00186","Rpv12+1","EED","LR","Group_I"
"Vitvi11g00189","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00192","Rpv12+1","EUU","ER","Group_VI"
"Vitvi11g00193","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00195","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00197","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00199","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00200","Rpv12+1","UEE","IEV","Group_III"
"Vitvi11g00207","Rpv12+1","EED","LR","Group_III"
"Vitvi11g00217","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00226","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00227","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00228","Rpv12+1","EED","LR","Group_III"
"Vitvi11g00231","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00237","Rpv12+1","EED","LR","Group_II"
"Vitvi11g00238","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00241","Rpv12+1","UEE","IEV","Group_II"
"Vitvi11g00243","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00245","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00247","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00249","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00251","Rpv12+1","UEU","CP","Group_IV"
"Vitvi11g00256","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g00257","Rpv12+1","DDD","SCh","Group_V"
"Vitvi11g00259","Rpv12+1","DEE","IEV","Group_III"
"Vitvi11g00261","Rpv12+1","EED","LR","Group_II"
"Vitvi11g00267","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g00269","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00270","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00273","Rpv12+1","EDD","ER","Group_V"
"Vitvi11g00284","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g00285","Rpv12+1","UEE","IEV","Group_III"
"Vitvi11g00286","Rpv12+1","UEU","CP","Group_VI"
"Vitvi11g00293","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00304","Rpv12+1","EED","LR","Group_V"
"Vitvi11g00305","Rpv12+1","UEU","CP","Group_IV"
"Vitvi11g00309","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00317","Rpv12+1","EEE","EEE","Group_III"
"Vitvi11g00318","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00319","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00322","Rpv12+1","EED","LR","Group_V"
"Vitvi11g00332","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g00338","Rpv12+1","UEE","IEV","Group_II"
"Vitvi11g00339","Rpv12+1","EUU","ER","Group_VI"
"Vitvi11g00342","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g00343","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00346","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00353","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g00356","Rpv12+1","UEE","IEV","Group_I"
"Vitvi11g00360","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00362","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00365","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00370","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00371","Rpv12+1","EEU","LR","Group_VI"
"Vitvi11g00376","Rpv12+1","EUE","TRS","Group_III"
"Vitvi11g00380","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00394","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00395","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00398","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00401","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00403","Rpv12+1","EDE","TRS","Group_V"
"Vitvi11g00408","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00412","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00413","Rpv12+1","DEE","IEV","Group_III"
"Vitvi11g00414","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g00415","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g00417","Rpv12+1","UEU","CP","Group_V"
