	Cult1_0h	Cult1_6h	Cult1_24h	Cult2_0h	Cult2_6h	Cult2_24h	Cult3_0h	Cult3_6h	Cult3_24h
Vitvi15g01705	0	0	0	0	0	0	0	-1	0
Vitvi15g01730	0	0	1	0	0	0	0	0	0
Vitvi15g01767	0	0	0	0	0	0	0	0	1
Vitvi15g04047	0	0	1	0	0	0	0	0	0
Vitvi15g04128	-1	0	0	0	-1	0	-1	-1	0
Vitvi15g04150	0	0	0	0	1	0	0	0	0
Vitvi15g04151	0	0	0	0	0	0	0	-1	0
Vitvi15g04157	0	0	0	0	0	0	0	0	-1
Vitvi15g04163	0	0	0	0	0	0	-1	-1	0
Vitvi15g04177	0	0	0	0	-1	0	0	0	0
Vitvi15g04205	0	0	-1	0	0	0	0	0	0
Vitvi15g04246	0	0	0	0	-1	0	0	0	0
Vitvi15g04365	0	1	1	0	1	0	1	1	1
Vitvi15g04378	0	0	0	0	1	0	0	1	0
Vitvi15g04379	0	0	0	0	1	0	0	1	0
Vitvi15g04461	0	0	0	0	0	0	0	1	0
Vitvi15g04474	0	0	0	0	1	0	0	0	0
Vitvi15g04489	0	-1	0	0	0	0	0	-1	0
Vitvi15g04491	0	-1	0	0	-1	0	0	0	0
Vitvi15g04492	0	0	0	0	-1	0	0	0	0
Vitvi15g04494	0	0	0	0	-1	0	0	-1	0
Vitvi15g04497	0	0	0	0	0	0	0	-1	0
Vitvi15g04501	0	0	0	0	0	0	0	-1	0
Vitvi15g04508	0	0	0	0	1	0	0	1	0
Vitvi15g04517	0	0	0	0	0	0	0	-1	0
Vitvi15g04526	0	0	0	0	0	0	0	-1	0
Vitvi15g04544	0	0	1	0	1	0	0	0	0
Vitvi15g04555	0	0	0	0	0	0	0	1	0
Vitvi15g04556	0	0	-1	0	0	0	0	0	0
Vitvi15g04598	0	0	-1	0	0	0	0	-1	-1
Vitvi15g04599	0	-1	0	0	-1	0	0	-1	0
Vitvi15g04624	0	0	1	0	0	0	0	0	0
Vitvi15g04655	0	0	0	0	0	0	-1	-1	0
Vitvi16g00041	0	0	0	1	1	0	0	0	0
Vitvi16g00043	0	1	0	0	0	0	0	1	0
Vitvi16g00073	0	-1	0	0	-1	0	0	0	0
Vitvi16g00118	0	0	0	1	0	0	0	0	0
Vitvi16g00156	0	-1	0	0	0	0	0	0	0
Vitvi16g00160	0	-1	0	0	0	0	-1	-1	0
Vitvi16g00170	0	0	0	0	-1	0	0	0	0
Vitvi16g00205	0	0	0	0	0	0	0	1	0
Vitvi16g00275	1	0	0	0	0	0	0	0	0
Vitvi16g00372	0	0	0	0	-1	0	0	-1	0
Vitvi16g00609	0	-1	0	0	0	0	-1	-1	0
Vitvi16g00627	0	-1	0	0	0	0	0	0	0
Vitvi16g00636	0	0	0	0	0	0	0	-1	0
Vitvi16g00659	0	0	0	0	-1	0	0	0	0
Vitvi16g00713	0	-1	0	0	0	0	0	-1	0
Vitvi16g00741	1	0	0	0	0	0	-1	0	0
Vitvi16g00775	0	0	0	0	0	0	0	-1	0
Vitvi16g00787	0	-1	0	0	0	0	0	-1	0
Vitvi16g00793	0	-1	0	0	0	0	0	0	0
Vitvi16g00804	0	0	1	0	0	0	0	0	0
Vitvi16g00808	0	-1	0	0	0	0	0	-1	0
Vitvi16g00836	0	-1	0	0	-1	0	0	-1	0
Vitvi16g00849	0	0	0	0	-1	0	0	-1	0
Vitvi16g00866	0	0	0	0	0	0	0	-1	0
Vitvi16g00875	0	-1	0	0	0	0	0	-1	0
Vitvi16g00878	0	-1	0	0	-1	0	0	-1	0
Vitvi16g00897	0	-1	0	0	0	0	0	-1	0
Vitvi16g00901	0	0	0	0	1	0	0	-1	-1
Vitvi16g00970	0	0	0	0	0	0	-1	-1	0
Vitvi16g00985	-1	0	0	0	0	0	0	0	0
Vitvi16g01081	0	0	1	0	1	0	0	0	0
Vitvi16g01090	0	0	-1	0	0	0	0	0	0
Vitvi16g01119	0	0	0	0	0	0	0	-1	0
Vitvi16g01126	0	0	0	0	0	0	-1	-1	0
Vitvi16g01127	1	0	0	0	0	0	0	0	0
Vitvi16g01141	0	0	0	0	0	0	0	-1	0
Vitvi16g01144	0	0	0	0	0	0	0	-1	0
Vitvi16g01146	1	0	0	0	0	0	0	0	0
Vitvi16g01167	0	0	0	1	0	0	0	0	0
Vitvi16g01185	0	0	-1	0	0	0	0	0	0
Vitvi16g01191	0	-1	0	0	0	0	0	0	0
Vitvi16g01194	0	0	0	0	0	0	0	-1	0
Vitvi16g01204	0	0	0	0	0	0	0	-1	0
Vitvi16g01233	0	0	-1	0	0	0	0	0	0
Vitvi16g01296	0	0	0	0	0	0	0	-1	0
Vitvi16g01303	1	1	0	0	0	0	0	0	0
Vitvi16g01353	0	-1	0	0	0	0	0	0	0
Vitvi16g01354	-1	0	0	0	0	0	0	0	0
Vitvi16g01371	0	0	1	0	0	0	0	0	0
Vitvi16g01389	0	0	0	0	-1	0	0	0	0
Vitvi16g01406	0	-1	0	0	0	0	0	-1	0
Vitvi16g01418	0	0	0	0	0	0	0	-1	0
Vitvi16g01419	0	0	0	0	0	0	0	-1	0
Vitvi16g01497	0	0	0	0	0	0	1	1	0
Vitvi16g01509	0	0	0	0	1	0	0	0	0
Vitvi16g01542	0	0	0	0	-1	0	0	-1	0
Vitvi16g01546	0	-1	0	0	-1	0	0	-1	0
Vitvi16g01569	0	0	0	0	-1	0	0	0	0
Vitvi16g01643	0	0	0	1	0	0	0	0	0
Vitvi16g01695	0	0	0	0	0	0	0	-1	0
Vitvi16g01698	0	0	0	0	-1	0	0	0	1
Vitvi16g01733	0	1	1	0	1	0	0	1	0
Vitvi16g01753	0	0	0	0	0	0	0	-1	0
Vitvi16g01767	0	0	0	0	-1	0	0	0	0
Vitvi16g01769	0	0	0	0	0	0	-1	-1	0
Vitvi16g01770	0	0	0	0	0	0	0	-1	0
Vitvi16g01772	0	0	0	0	0	0	0	-1	0
Vitvi16g01795	0	-1	0	0	-1	0	0	0	0
Vitvi16g01796	0	1	1	0	0	0	0	1	1
Vitvi16g01800	0	-1	0	0	0	0	0	0	0
Vitvi16g01844	0	0	0	0	-1	0	0	0	0
Vitvi16g01857	0	-1	0	0	0	0	0	-1	0
Vitvi16g01874	0	0	0	0	0	0	-1	-1	0
Vitvi16g01877	0	0	-1	0	0	0	0	0	0
Vitvi16g01915	0	0	0	0	0	0	0	1	0
Vitvi16g01920	0	0	0	0	-1	0	0	0	0
Vitvi16g01922	0	0	1	0	0	0	0	0	0
Vitvi16g01923	-1	0	0	0	0	0	0	0	0
Vitvi16g01932	1	0	0	0	0	0	0	1	0
Vitvi16g01935	1	0	0	0	0	0	0	0	0
Vitvi16g01938	0	0	0	0	0	0	-1	0	0
Vitvi16g01960	1	0	0	0	0	0	0	0	0
Vitvi16g01963	0	0	0	0	0	0	0	-1	0
Vitvi16g01980	0	0	0	0	-1	0	0	-1	0
Vitvi16g02061	0	0	0	0	0	0	1	0	0
Vitvi16g02072	0	0	0	0	0	0	-1	-1	0
Vitvi16g02116	0	1	0	0	0	0	1	1	0
Vitvi16g04012	0	0	0	1	1	0	0	0	0
Vitvi16g04154	1	0	0	0	0	0	1	1	0
Vitvi16g04181	0	0	0	0	0	0	1	1	0
Vitvi16g04219	0	0	0	0	0	0	1	0	0
Vitvi16g04222	1	0	0	0	0	0	1	1	0
Vitvi16g04263	0	0	0	0	0	0	0	-1	0
Vitvi16g04267	0	0	0	0	0	0	0	-1	0
Vitvi16g04291	1	0	0	0	0	0	0	-1	0
Vitvi16g04295	1	0	0	0	0	0	-1	-1	0
Vitvi16g04296	0	0	0	0	0	0	-1	-1	0
Vitvi16g04318	0	0	0	0	0	0	-1	0	0
Vitvi16g04372	0	-1	0	0	0	0	0	0	0
Vitvi16g04376	0	0	-1	0	-1	0	0	-1	0
Vitvi16g04388	-1	0	0	0	0	0	-1	-1	0
Vitvi16g04389	0	0	0	0	0	0	-1	-1	0
Vitvi16g04406	1	0	0	0	0	0	0	0	0
Vitvi16g04418	0	0	0	0	0	0	0	-1	0
Vitvi16g04419	0	0	0	0	0	0	0	-1	0
Vitvi16g04420	0	0	0	0	0	0	0	-1	0
Vitvi16g04422	0	0	0	0	0	0	0	-1	0
Vitvi16g04448	1	1	0	0	0	0	1	1	0
Vitvi16g04451	0	1	0	0	0	0	1	1	0
Vitvi16g04467	0	0	0	0	0	0	-1	-1	0
Vitvi16g04487	0	-1	0	0	0	0	0	0	0
Vitvi16g04491	0	0	0	0	0	0	0	-1	-1
Vitvi16g04495	0	0	0	0	0	0	0	-1	0
Vitvi17g00011	0	0	0	0	1	0	0	1	0
Vitvi17g00018	0	0	0	0	0	0	0	-1	0
Vitvi17g00025	0	0	0	0	1	0	0	1	0
Vitvi17g00031	0	0	0	0	-1	0	0	-1	0
Vitvi17g00040	0	0	0	0	-1	0	0	0	0
Vitvi17g00046	0	0	0	0	0	0	0	-1	0
Vitvi17g00061	0	0	0	0	0	0	0	-1	-1
Vitvi17g00062	0	0	0	0	-1	0	0	-1	0
Vitvi17g00064	0	0	0	0	-1	0	0	0	0
Vitvi17g00066	0	-1	0	0	0	0	0	0	0
Vitvi17g00082	0	0	0	0	0	0	0	-1	0
Vitvi17g00085	0	-1	0	0	0	0	0	-1	0
Vitvi17g00087	0	0	0	0	0	0	0	-1	0
Vitvi17g00100	0	0	0	0	0	0	0	-1	0
Vitvi17g00102	0	0	0	0	1	0	0	1	0
Vitvi17g00103	0	0	0	0	0	0	0	-1	0
Vitvi17g00139	0	0	0	0	0	0	0	-1	0
Vitvi17g00148	-1	0	0	0	0	0	0	0	0
Vitvi17g00162	0	0	0	1	0	0	0	0	0
Vitvi17g00169	0	-1	0	0	-1	0	0	-1	0
Vitvi17g00228	0	0	0	0	0	0	0	-1	0
Vitvi17g00232	0	-1	0	0	0	0	0	-1	0
Vitvi17g00234	0	0	0	0	0	0	0	-1	0
Vitvi17g00237	0	-1	0	0	0	0	0	-1	0
Vitvi17g00245	1	0	0	0	0	0	0	0	0
Vitvi17g00258	0	0	0	0	0	0	0	1	0
Vitvi17g00273	0	0	0	0	0	0	0	-1	0
Vitvi17g00284	0	0	0	0	-1	0	0	0	0
Vitvi17g00321	0	0	0	0	0	0	-1	0	0
Vitvi17g00339	0	0	0	0	0	0	1	1	1
Vitvi17g00340	0	0	0	0	1	0	0	1	0
Vitvi17g00390	0	-1	0	0	0	0	0	0	0
Vitvi17g00400	0	0	0	0	1	0	0	0	0
Vitvi17g00405	0	0	0	0	-1	0	0	0	0
Vitvi17g00438	0	0	0	1	0	0	0	0	0
Vitvi17g00443	0	0	0	0	-1	0	0	-1	0
Vitvi17g00450	1	0	0	0	0	0	0	0	0
Vitvi17g00461	1	1	1	0	0	0	0	0	0
Vitvi17g00469	0	0	0	0	1	0	0	1	0
Vitvi17g00473	0	0	0	0	0	0	0	-1	0
Vitvi17g00494	0	0	0	0	0	0	0	-1	0
Vitvi17g00499	0	1	1	0	0	0	0	0	0
Vitvi17g00504	0	0	0	0	1	0	0	0	0
Vitvi17g00533	0	-1	0	0	-1	0	0	0	0
Vitvi17g00547	0	0	0	0	0	0	0	-1	0
Vitvi17g00558	0	-1	0	0	-1	0	0	0	0
Vitvi17g00601	0	0	0	0	0	0	-1	-1	0
Vitvi17g00608	0	0	0	0	0	0	-1	-1	0
Vitvi17g00609	1	0	0	0	0	0	0	0	0
Vitvi17g00615	0	0	0	0	0	0	-1	-1	0
Vitvi17g00616	-1	0	0	0	0	0	0	0	0
Vitvi17g00622	0	0	0	0	0	0	0	0	1
Vitvi17g00649	0	0	0	0	0	0	0	0	-1
Vitvi17g00658	0	0	0	0	0	0	0	-1	0
Vitvi17g00695	0	0	0	0	0	0	0	-1	0
Vitvi17g00700	0	0	0	0	0	0	-1	-1	0
Vitvi17g00704	0	0	0	0	0	0	-1	-1	-1
Vitvi17g00719	0	0	0	0	1	0	0	-1	0
Vitvi17g00732	0	0	0	0	0	0	-1	-1	0
Vitvi17g00736	0	0	0	0	-1	0	0	0	0
Vitvi17g00744	0	0	0	0	-1	0	0	0	0
Vitvi17g00753	0	0	0	0	1	0	0	1	0
Vitvi17g00790	0	-1	0	0	0	0	0	-1	0
Vitvi17g00796	0	0	0	0	-1	0	0	0	0
Vitvi17g00809	0	-1	0	0	0	0	0	0	0
Vitvi17g00819	0	0	0	0	-1	0	0	0	0
Vitvi17g00822	0	-1	0	0	0	0	0	-1	0
Vitvi17g00842	0	-1	0	0	-1	0	0	0	0
Vitvi17g00845	0	0	0	0	0	0	0	-1	0
Vitvi17g00873	0	-1	0	0	0	0	0	0	0
Vitvi17g00885	0	-1	0	0	0	0	0	-1	0
Vitvi17g00917	0	-1	0	0	-1	0	0	-1	0
Vitvi17g00920	0	0	0	0	0	0	0	-1	0
Vitvi17g00936	-1	0	0	0	1	0	0	1	0
Vitvi17g00963	0	0	0	0	0	0	0	-1	0
Vitvi17g00964	1	0	0	0	0	0	0	0	0
Vitvi17g00972	-1	0	0	0	0	0	0	0	0
Vitvi17g00975	-1	0	0	0	0	0	0	0	0
Vitvi17g00990	0	0	0	0	1	0	1	0	0
Vitvi17g01012	0	0	0	0	-1	0	0	-1	0
Vitvi17g01015	0	0	-1	0	-1	0	0	0	-1
Vitvi17g01018	0	0	0	0	1	0	0	0	0
Vitvi17g01082	0	-1	0	0	0	0	0	-1	0
Vitvi17g01203	0	-1	0	0	0	0	-1	-1	0
Vitvi17g01221	0	0	0	0	-1	0	0	0	0
Vitvi17g01228	0	0	0	0	0	0	0	-1	-1
Vitvi17g01251	0	-1	0	0	-1	0	0	0	0
Vitvi17g01338	0	-1	0	0	-1	0	0	-1	0
Vitvi17g01341	0	-1	0	0	0	0	0	-1	0
Vitvi17g01365	1	0	0	0	0	0	0	0	0
Vitvi17g01373	0	0	0	0	1	0	1	1	1
Vitvi17g01380	0	0	0	0	-1	0	0	-1	0
Vitvi17g01381	0	0	0	0	1	0	0	0	0
Vitvi17g01429	0	-1	0	0	0	0	0	0	0
Vitvi17g01454	0	0	0	0	-1	0	0	0	0
Vitvi17g01481	0	0	0	0	0	0	0	0	1
Vitvi17g01495	0	1	1	0	0	0	0	1	1
Vitvi17g01496	0	0	0	0	-1	0	0	0	0
Vitvi17g01499	0	0	0	0	0	0	0	-1	0
Vitvi17g01511	0	-1	0	0	-1	0	0	0	0
Vitvi17g01521	1	0	0	0	0	0	0	0	0
Vitvi17g01554	0	0	0	0	1	0	0	0	0
Vitvi17g01564	0	-1	0	0	0	0	-1	-1	0
Vitvi17g01576	-1	0	0	0	0	0	0	0	0
Vitvi17g01596	0	0	0	0	0	0	0	-1	0
Vitvi17g01604	0	1	1	0	0	0	0	0	1
Vitvi17g04007	0	0	-1	0	0	0	0	0	-1
Vitvi17g04034	0	0	0	0	-1	0	0	0	0
Vitvi17g04078	1	0	0	0	0	0	0	0	0
Vitvi17g04091	0	-1	0	0	0	0	0	0	0
Vitvi17g04095	-1	0	0	0	-1	0	0	0	0
Vitvi17g04097	0	0	0	0	1	0	0	0	0
Vitvi17g04101	-1	0	0	0	0	0	-1	0	0
Vitvi17g04102	0	0	0	0	1	0	0	0	0
Vitvi17g04138	0	1	1	0	0	0	0	0	0
Vitvi17g04171	-1	0	0	0	0	0	-1	-1	0
Vitvi17g04200	0	0	1	0	0	0	0	-1	0
Vitvi17g04216	1	0	0	0	0	0	0	0	0
Vitvi17g04225	0	-1	0	0	0	0	0	-1	0
Vitvi17g04255	0	0	0	0	1	0	0	0	0
Vitvi17g04275	0	-1	0	0	0	1	0	-1	0
Vitvi17g04289	0	0	1	0	0	0	0	0	1
Vitvi18g00008	0	-1	0	0	0	0	0	0	0
Vitvi18g00020	0	0	0	0	1	0	0	1	0
Vitvi18g00022	0	-1	0	0	0	0	0	0	0
Vitvi18g00023	0	0	0	0	0	0	0	-1	0
Vitvi18g00033	0	0	0	0	1	0	0	0	0
Vitvi18g00040	0	-1	0	0	-1	0	0	0	0
Vitvi18g00043	0	-1	0	0	0	0	0	-1	0
Vitvi18g00051	0	0	0	0	-1	0	0	0	0
Vitvi18g00065	1	0	0	0	0	0	0	0	0
Vitvi18g00070	0	-1	0	0	0	0	0	0	0
Vitvi18g00087	0	0	1	0	0	0	0	0	0
Vitvi18g00091	0	0	0	0	0	0	0	1	0
Vitvi18g00096	-1	0	0	0	0	0	0	0	0
Vitvi18g00106	1	1	1	0	0	0	0	0	0
Vitvi18g00107	0	0	0	0	1	0	0	0	0
Vitvi18g00118	0	0	0	0	0	0	0	-1	0
Vitvi18g00129	0	-1	0	0	0	0	0	0	0
Vitvi18g00135	-1	0	0	0	0	0	0	0	0
Vitvi18g00137	0	-1	0	0	0	0	0	0	0
Vitvi18g00142	0	0	-1	0	0	0	0	0	0
Vitvi18g00154	0	0	0	0	0	0	-1	-1	0
Vitvi18g00174	0	0	0	0	0	0	-1	-1	-1
Vitvi18g00175	0	0	0	0	-1	0	0	0	0
Vitvi18g00190	0	-1	0	0	-1	0	0	-1	0
Vitvi18g00191	1	1	1	0	0	0	1	1	1
Vitvi18g00193	0	0	0	0	0	0	-1	-1	0
Vitvi18g00197	0	0	0	0	0	0	0	-1	0
Vitvi18g00215	0	0	0	0	0	0	0	1	0
Vitvi18g00235	0	0	0	0	0	0	0	0	1
Vitvi18g00237	0	0	0	0	0	0	0	1	0
Vitvi18g00239	0	-1	0	0	-1	0	0	0	0
Vitvi18g00242	0	0	0	0	-1	0	0	-1	0
Vitvi18g00250	0	0	0	0	1	0	0	0	0
Vitvi18g00260	0	0	0	0	0	0	0	0	-1
Vitvi18g00271	1	0	0	0	0	0	-1	0	0
Vitvi18g00274	0	0	0	0	0	0	0	-1	0
Vitvi18g00276	0	0	0	0	0	0	0	0	1
Vitvi18g00283	0	0	0	0	-1	0	0	0	0
Vitvi18g00289	0	0	0	0	0	0	0	-1	0
Vitvi18g00290	0	0	0	0	0	0	-1	-1	0
Vitvi18g00291	0	0	0	0	0	0	1	1	0
Vitvi18g00310	0	0	0	0	0	0	0	-1	0
Vitvi18g00313	0	0	0	0	0	0	0	-1	0
Vitvi18g00316	0	0	0	0	0	0	0	-1	0
Vitvi18g00317	0	0	0	0	0	0	0	0	-1
Vitvi18g00341	0	0	1	0	0	0	0	0	0
Vitvi18g00376	0	-1	0	0	-1	0	0	0	0
Vitvi18g00390	0	-1	0	0	-1	0	0	0	0
Vitvi18g00398	0	0	0	0	0	0	0	-1	0
Vitvi18g00416	0	0	0	0	0	0	0	-1	0
Vitvi18g00421	0	0	0	0	-1	0	0	0	0
Vitvi18g00422	0	-1	0	0	0	0	-1	-1	0
Vitvi18g00427	-1	0	0	0	0	0	0	1	0
Vitvi18g00432	0	0	0	0	0	0	0	-1	-1
Vitvi18g00435	0	0	0	0	0	0	0	-1	0
Vitvi18g00444	0	-1	0	0	0	0	0	-1	0
Vitvi18g00462	0	0	0	0	0	0	-1	-1	-1
Vitvi18g00466	0	0	0	0	0	0	-1	-1	0
Vitvi18g00469	0	0	0	0	1	0	0	0	0
Vitvi18g00473	1	0	0	0	-1	0	-1	-1	0
Vitvi18g00474	0	0	0	0	0	0	0	-1	0
Vitvi18g00480	-1	0	0	0	1	0	0	0	0
Vitvi18g00510	0	-1	0	0	0	0	0	-1	0
Vitvi18g00530	0	0	0	0	0	0	0	-1	0
Vitvi18g00572	0	0	0	0	0	0	-1	-1	0
Vitvi18g00573	0	0	0	0	0	0	-1	-1	0
Vitvi18g00590	0	0	0	0	0	0	0	-1	0
Vitvi18g00598	0	-1	0	0	0	0	0	-1	0
Vitvi18g00603	0	0	0	0	0	0	0	-1	0
Vitvi18g00618	0	-1	0	0	0	0	0	0	0
Vitvi18g00626	0	0	0	0	-1	0	0	0	0
Vitvi18g00634	0	-1	0	0	0	0	0	0	0
Vitvi18g00635	1	0	0	0	0	0	1	0	0
Vitvi18g00640	0	0	0	0	0	0	0	-1	0
Vitvi18g00687	0	-1	0	0	0	0	0	0	0
Vitvi18g00690	0	0	0	0	-1	0	0	0	0
Vitvi18g00691	0	0	0	0	0	0	0	-1	0
Vitvi18g00697	0	0	0	0	0	0	0	-1	0
Vitvi18g00708	-1	0	0	0	0	0	0	0	0
Vitvi18g00725	0	0	0	1	0	0	0	0	0
Vitvi18g00731	0	-1	0	0	-1	0	0	0	0
Vitvi18g00747	0	-1	0	0	0	0	0	-1	0
Vitvi18g00749	0	0	0	0	0	0	0	-1	0
Vitvi18g00759	0	0	0	0	0	0	0	0	1
Vitvi18g00770	0	0	0	0	0	0	-1	0	-1
Vitvi18g00773	0	-1	0	0	0	0	0	-1	0
Vitvi18g00777	0	-1	0	0	0	0	0	0	0
Vitvi18g00784	0	0	0	0	0	0	0	0	1
Vitvi18g00792	0	0	0	0	-1	0	-1	0	0
Vitvi18g00816	0	0	-1	0	0	0	0	0	0
Vitvi18g00839	0	0	0	0	1	0	0	1	0
Vitvi18g00857	0	-1	0	0	-1	0	0	0	0
Vitvi18g00869	0	0	0	0	0	0	0	-1	0
Vitvi18g00878	0	0	1	0	1	0	1	1	1
Vitvi18g00881	0	-1	0	0	0	0	0	0	0
Vitvi18g00909	0	0	0	0	0	0	0	-1	0
Vitvi18g00955	0	0	0	0	0	0	0	-1	0
Vitvi18g00956	0	0	0	0	-1	0	0	0	0
Vitvi18g00972	0	-1	0	0	-1	0	0	-1	0
Vitvi18g00979	0	0	0	0	-1	0	0	0	0
Vitvi18g01001	0	0	0	0	0	0	0	-1	0
Vitvi18g01010	0	0	0	0	0	0	0	-1	0
Vitvi18g01019	0	-1	1	0	0	0	0	-1	0
Vitvi18g01022	0	0	0	0	0	0	0	-1	0
Vitvi18g01034	0	-1	0	0	0	0	0	0	0
Vitvi18g01036	0	0	0	0	-1	0	0	-1	0
Vitvi18g01072	0	0	0	0	1	0	0	0	0
Vitvi18g01086	0	-1	0	0	0	0	0	0	0
Vitvi18g01098	0	-1	0	0	0	0	0	0	0
Vitvi18g01110	0	-1	0	0	0	0	0	0	0
Vitvi18g01120	0	0	0	0	0	0	-1	-1	0
Vitvi18g01131	0	0	0	0	-1	0	0	0	0
Vitvi18g01132	0	-1	0	0	0	0	0	-1	0
Vitvi18g01148	0	0	0	0	0	0	0	-1	0
Vitvi18g01162	0	-1	0	0	0	0	0	-1	0
Vitvi18g01167	0	-1	0	0	0	0	0	0	0
Vitvi18g01224	0	0	0	0	-1	0	0	0	0
Vitvi18g01232	0	0	0	0	-1	0	0	-1	0
Vitvi18g01276	0	0	0	1	0	0	0	0	0
Vitvi18g01321	0	0	0	0	0	0	0	-1	0
Vitvi18g01385	0	-1	0	0	-1	0	0	-1	0
Vitvi18g01429	0	-1	0	0	0	0	0	-1	0
Vitvi18g01488	0	-1	0	0	-1	0	0	0	0
Vitvi18g01504	1	0	0	-1	0	0	-1	-1	0
Vitvi18g01510	0	0	0	0	1	0	0	0	0
Vitvi18g01562	0	0	0	0	0	0	0	-1	0
Vitvi18g01608	0	0	0	0	1	0	0	0	0
Vitvi18g01618	0	-1	0	0	-1	0	0	-1	0
Vitvi18g01624	0	-1	0	0	0	0	0	0	0
Vitvi18g01678	0	0	0	0	1	0	0	1	0
Vitvi18g01735	0	0	0	0	0	0	0	-1	0
Vitvi18g01937	0	0	0	0	-1	0	0	0	0
Vitvi18g01947	0	0	0	0	0	0	0	-1	0
Vitvi18g01959	1	1	1	0	1	0	1	1	0
Vitvi18g01970	-1	0	0	-1	0	0	0	0	0
Vitvi18g01973	0	0	0	0	0	0	0	1	0
Vitvi18g01980	0	1	1	0	1	0	1	1	0
Vitvi18g01992	0	0	0	0	0	0	0	-1	0
Vitvi18g01995	-1	0	0	0	0	0	0	0	0
Vitvi18g02003	0	0	0	0	0	0	0	-1	0
Vitvi18g02011	0	0	0	0	0	0	0	-1	0
Vitvi18g02059	1	0	0	0	0	0	0	0	0
Vitvi18g02072	0	0	0	0	0	0	0	-1	0
Vitvi18g02114	0	0	0	0	0	0	0	0	-1
Vitvi18g02139	0	0	0	0	1	0	0	0	0
Vitvi18g02144	0	0	0	0	-1	0	0	0	0
Vitvi18g02146	0	-1	0	0	0	0	0	-1	0
Vitvi18g02147	0	-1	0	0	0	0	0	-1	0
Vitvi18g02167	0	0	0	0	0	0	1	1	0
Vitvi18g02171	0	0	0	0	0	0	0	1	0
Vitvi18g02180	0	0	0	0	-1	0	0	-1	0
Vitvi18g02221	0	-1	0	0	0	0	0	0	0
Vitvi18g02222	0	-1	-1	0	0	0	-1	-1	0
Vitvi18g02228	0	0	0	0	0	1	0	0	0
Vitvi18g02327	0	-1	0	0	0	0	0	0	0
Vitvi18g02365	0	0	0	0	0	0	-1	-1	0
Vitvi18g02375	0	0	1	0	0	0	0	0	1
Vitvi18g02417	0	-1	0	0	-1	0	0	0	0
Vitvi18g02428	0	0	0	0	1	0	0	0	0
Vitvi18g02471	0	0	0	1	0	0	0	0	0
Vitvi18g02472	0	0	0	0	1	0	0	1	0
Vitvi18g02478	0	-1	0	0	1	0	0	0	0
Vitvi18g02479	0	-1	0	0	0	0	0	-1	0
Vitvi18g02490	0	1	0	0	0	0	0	0	0
Vitvi18g02494	0	0	0	0	0	0	0	1	0
Vitvi18g02514	0	-1	0	0	0	0	0	0	0
Vitvi18g02538	0	0	0	0	1	0	0	0	0
Vitvi18g02582	0	0	0	0	1	0	0	0	0
Vitvi18g02584	0	0	0	0	0	0	-1	0	-1
Vitvi18g02585	1	0	0	0	0	0	0	0	0
Vitvi18g02617	0	0	0	0	0	0	0	0	-1
Vitvi18g02631	0	0	0	0	0	0	0	1	0
Vitvi18g02657	0	0	0	0	0	0	1	0	1
Vitvi18g02663	0	0	0	0	-1	0	0	0	0
Vitvi18g02672	0	0	0	0	0	0	0	0	1
Vitvi18g02681	0	0	0	0	-1	0	0	0	0
Vitvi18g02692	0	-1	0	0	0	0	0	-1	0
Vitvi18g02695	1	0	1	0	1	0	0	1	0
Vitvi18g02712	0	0	0	0	1	0	0	0	0
Vitvi18g02720	0	0	0	0	-1	0	0	-1	0
Vitvi18g02748	0	0	0	0	1	0	0	1	0
Vitvi18g02761	0	0	0	-1	0	0	0	0	0
Vitvi18g02768	0	0	0	0	0	0	0	-1	0
Vitvi18g02775	0	0	0	0	-1	0	0	0	0
Vitvi18g02777	0	0	0	0	1	0	0	0	0
Vitvi18g02779	0	0	0	0	-1	0	0	-1	0
Vitvi18g02797	0	0	0	0	0	0	0	-1	0
Vitvi18g02800	0	0	0	0	0	0	0	1	0
Vitvi18g02819	0	1	0	0	1	0	0	0	0
Vitvi18g02825	0	0	0	0	0	0	-1	-1	-1
Vitvi18g02833	0	0	0	0	-1	0	0	0	0
Vitvi18g02837	-1	0	0	0	0	0	1	1	0
Vitvi18g02846	0	0	1	0	0	0	0	0	0
Vitvi18g02848	0	0	0	0	0	0	0	-1	0
Vitvi18g02921	0	0	0	0	0	0	0	-1	0
Vitvi18g02922	0	0	0	0	-1	0	0	-1	0
Vitvi18g02924	0	0	0	0	0	0	0	-1	0
Vitvi18g02927	0	-1	0	0	-1	0	0	-1	0
Vitvi18g02928	0	-1	0	0	-1	0	0	-1	0
Vitvi18g02971	0	-1	0	0	-1	0	0	0	0
Vitvi18g02981	0	0	0	0	0	0	0	-1	0
Vitvi18g02993	0	0	0	0	0	0	0	-1	0
Vitvi18g03099	0	0	0	0	0	0	0	-1	0
Vitvi18g03149	0	0	-1	0	0	0	0	0	0
Vitvi18g03244	1	0	0	0	0	0	0	0	0
Vitvi18g03250	1	0	0	0	0	0	0	0	0
Vitvi18g03265	0	0	0	0	-1	0	0	0	0
Vitvi18g03267	0	-1	0	0	0	0	0	-1	0
Vitvi18g03269	0	0	0	0	0	0	0	-1	0
Vitvi18g03383	0	0	0	0	-1	0	0	-1	0
Vitvi18g04003	0	0	-1	0	0	0	0	-1	-1
