	Cult1_0h	Cult1_6h	Cult1_24h	Cult2_0h	Cult2_6h	Cult2_24h	Cult3_0h	Cult3_6h	Cult3_24h
Vitvi08g01075	0	-1	0	0	-1	0	0	0	0
Vitvi08g01087	0	0	0	0	-1	0	0	0	0
Vitvi08g01107	0	0	0	0	0	0	0	-1	0
Vitvi08g01129	0	0	0	0	1	0	0	0	0
Vitvi08g01174	1	0	0	0	0	0	0	0	0
Vitvi08g01185	-1	0	0	0	0	0	-1	0	-1
Vitvi08g01195	0	-1	0	0	0	0	0	0	0
Vitvi08g01196	0	0	0	0	0	0	0	-1	0
Vitvi08g01223	0	0	0	0	-1	0	0	0	0
Vitvi08g01230	0	-1	0	0	-1	0	0	-1	0
Vitvi08g01231	0	0	0	0	0	0	0	-1	0
Vitvi08g01235	0	-1	-1	0	0	0	0	-1	-1
Vitvi08g01241	0	0	0	0	1	0	0	0	0
Vitvi08g01257	0	-1	0	0	0	0	0	0	0
Vitvi08g01259	0	0	0	0	0	0	0	-1	0
Vitvi08g01260	0	0	1	0	0	0	0	0	0
Vitvi08g01276	0	0	0	0	0	0	0	-1	0
Vitvi08g01281	0	0	0	0	0	0	0	-1	0
Vitvi08g01291	0	0	0	1	0	0	0	-1	0
Vitvi08g01297	1	0	0	0	0	0	0	0	0
Vitvi08g01325	0	-1	0	0	-1	0	0	0	0
Vitvi08g01327	0	-1	0	0	-1	0	0	0	0
Vitvi08g01333	0	0	1	0	1	1	0	-1	0
Vitvi08g01335	0	0	0	0	-1	0	0	0	0
Vitvi08g01342	0	-1	0	0	-1	0	0	0	0
Vitvi08g01348	0	0	0	0	-1	0	0	0	0
Vitvi08g01358	0	0	0	0	-1	0	0	0	0
Vitvi08g01366	0	0	0	0	1	0	0	1	0
Vitvi08g01376	0	0	0	0	0	0	0	-1	0
Vitvi08g01377	0	0	0	0	1	0	0	0	0
Vitvi08g01382	0	0	0	0	-1	0	0	0	0
Vitvi08g01410	0	0	0	0	0	0	0	-1	0
Vitvi08g01426	0	0	0	0	0	0	0	-1	0
Vitvi08g01427	0	0	0	1	0	0	0	0	0
Vitvi08g01434	0	-1	0	0	0	0	0	-1	0
Vitvi08g01451	0	-1	0	0	-1	0	0	-1	0
Vitvi08g01471	0	-1	0	0	0	0	0	0	0
Vitvi08g01498	0	-1	0	0	-1	0	-1	-1	0
Vitvi08g01500	0	-1	0	0	0	0	0	-1	0
Vitvi08g01505	0	0	0	0	0	0	0	-1	0
Vitvi08g01515	0	0	0	0	0	0	0	-1	0
Vitvi08g01523	0	0	0	0	0	0	0	-1	0
Vitvi08g01528	0	0	0	0	1	0	0	0	0
Vitvi08g01537	0	-1	0	0	0	0	0	0	0
Vitvi08g01548	0	-1	0	0	0	0	0	-1	0
Vitvi08g01558	0	0	0	0	-1	0	0	0	0
Vitvi08g01561	0	0	0	0	0	0	0	-1	0
Vitvi08g01570	0	0	0	0	0	0	0	-1	0
Vitvi08g01572	0	0	0	0	0	0	-1	-1	0
Vitvi08g01579	0	0	0	0	-1	0	0	0	0
Vitvi08g01604	0	-1	0	0	0	0	-1	-1	0
Vitvi08g01606	0	0	0	0	-1	0	0	0	0
Vitvi08g01611	0	0	0	0	0	0	0	-1	0
Vitvi08g01617	0	-1	0	0	0	0	-1	-1	0
Vitvi08g01621	0	-1	0	0	0	0	0	-1	0
Vitvi08g01627	0	0	0	0	0	0	0	-1	0
Vitvi08g01631	0	0	1	0	0	0	0	0	0
Vitvi08g01640	0	0	0	0	0	0	0	-1	0
Vitvi08g01668	0	0	1	0	0	0	0	0	0
Vitvi08g01680	0	0	0	0	0	0	0	-1	0
Vitvi08g01686	0	-1	0	0	0	0	0	-1	0
Vitvi08g01702	0	0	0	0	0	0	0	-1	0
Vitvi08g01711	0	-1	0	0	-1	0	0	0	0
Vitvi08g01714	0	0	0	0	0	0	-1	-1	0
Vitvi08g01735	0	0	0	0	-1	0	0	-1	0
Vitvi08g01740	0	-1	0	0	0	0	0	0	0
Vitvi08g01744	0	0	0	0	0	0	0	1	0
Vitvi08g01770	0	0	0	-1	-1	0	-1	0	0
Vitvi08g01777	0	1	0	0	0	0	0	0	0
Vitvi08g01787	0	0	0	0	1	0	0	0	0
Vitvi08g01826	0	0	0	0	0	0	0	1	0
Vitvi08g01841	0	0	0	0	1	0	0	1	0
Vitvi08g01843	0	0	0	0	1	0	0	1	0
Vitvi08g01844	0	0	0	-1	0	0	0	0	0
Vitvi08g01846	1	0	0	0	-1	0	-1	-1	0
Vitvi08g01847	0	0	0	0	1	0	0	1	0
Vitvi08g01851	0	-1	0	0	0	0	0	0	0
Vitvi08g01853	0	-1	0	0	0	0	0	-1	0
Vitvi08g01863	0	0	0	0	-1	0	0	-1	0
Vitvi08g01881	0	0	0	0	0	0	-1	0	0
Vitvi08g01897	0	-1	0	0	0	0	-1	-1	0
Vitvi08g01923	0	-1	0	0	0	0	0	0	0
Vitvi08g01931	0	0	0	0	1	0	0	1	0
Vitvi08g01935	0	0	0	0	0	0	0	-1	0
Vitvi08g01936	0	0	0	0	-1	0	0	0	0
Vitvi08g01940	0	0	0	0	0	0	1	1	0
Vitvi08g01950	0	-1	0	0	-1	0	0	0	0
Vitvi08g01962	0	0	0	0	0	0	0	-1	0
Vitvi08g01993	0	-1	0	0	0	0	0	0	1
Vitvi08g02007	0	-1	0	0	0	0	0	-1	0
Vitvi08g02008	0	-1	0	0	0	0	0	-1	0
Vitvi08g02069	1	0	0	0	0	0	0	0	0
Vitvi08g02100	0	0	1	0	0	0	0	0	0
Vitvi08g02147	0	0	0	0	0	0	0	-1	0
Vitvi08g02154	0	-1	0	0	0	0	0	-1	0
Vitvi08g02162	0	0	0	0	0	0	0	-1	0
Vitvi08g02166	0	-1	0	0	0	0	0	-1	0
Vitvi08g02167	0	0	0	0	1	0	0	-1	0
Vitvi08g02169	0	0	0	0	0	0	0	1	0
Vitvi08g02176	0	0	0	0	-1	0	0	-1	0
Vitvi08g02189	0	0	0	0	0	0	0	-1	0
Vitvi08g02201	0	0	0	0	-1	0	0	-1	0
Vitvi08g02214	0	-1	0	0	0	0	-1	0	0
Vitvi08g02217	0	0	-1	0	0	0	0	0	0
Vitvi08g02218	0	0	0	0	1	0	-1	-1	-1
Vitvi08g02222	0	0	0	0	0	0	-1	0	0
Vitvi08g02226	0	0	0	0	1	0	0	0	0
Vitvi08g02228	0	0	0	0	-1	0	0	0	0
Vitvi08g02238	0	0	0	0	0	0	0	-1	-1
Vitvi08g02249	0	0	0	0	-1	0	0	0	0
Vitvi08g02261	0	0	0	0	0	0	0	-1	0
Vitvi08g02274	0	0	0	0	1	0	0	0	0
Vitvi08g02275	0	0	0	1	1	0	0	0	0
Vitvi08g02288	1	0	0	-1	-1	0	0	0	0
Vitvi08g02289	-1	0	0	0	1	0	0	0	0
Vitvi08g02304	0	0	0	0	-1	0	0	0	0
Vitvi08g02326	0	0	0	0	0	0	0	0	-1
Vitvi08g02330	0	0	0	0	0	0	0	-1	0
Vitvi08g02331	0	0	0	0	0	0	0	-1	0
Vitvi08g02334	0	0	0	0	-1	0	0	0	0
Vitvi08g02335	0	0	0	0	0	0	0	-1	0
Vitvi08g02359	0	-1	0	0	0	0	0	0	0
Vitvi08g02382	0	0	0	0	0	0	0	-1	0
Vitvi08g02383	0	0	0	1	0	0	0	-1	0
Vitvi08g02387	0	0	0	0	0	0	0	-1	0
Vitvi08g02393	0	0	0	0	0	0	0	1	0
Vitvi08g02397	0	0	-1	0	-1	-1	0	0	-1
Vitvi08g02412	0	0	0	0	0	0	1	0	1
Vitvi08g04002	0	-1	0	0	0	0	0	-1	0
Vitvi08g04038	0	0	1	0	0	0	0	0	0
Vitvi08g04075	0	0	-1	0	0	0	0	0	0
Vitvi08g04102	1	0	0	0	0	0	0	0	0
Vitvi08g04118	1	0	0	0	0	0	0	-1	0
Vitvi08g04123	0	0	0	0	0	0	1	1	0
Vitvi08g04129	0	0	0	1	0	0	0	0	0
Vitvi08g04165	0	-1	0	0	0	0	0	0	0
Vitvi08g04167	0	0	0	0	0	0	0	-1	0
Vitvi08g04190	0	-1	0	0	0	0	0	0	0
Vitvi08g04218	0	0	0	0	0	0	0	-1	0
Vitvi08g04221	0	-1	0	0	0	0	0	0	0
Vitvi08g04277	0	0	0	0	0	0	0	-1	-1
Vitvi08g04284	0	-1	-1	0	-1	0	0	-1	0
Vitvi08g04287	0	0	0	0	-1	0	0	0	-1
Vitvi08g04290	0	-1	-1	0	-1	0	0	-1	-1
Vitvi08g04296	0	0	0	0	0	0	0	-1	0
Vitvi08g04314	0	0	0	0	-1	0	0	-1	0
Vitvi08g04331	0	0	-1	0	0	0	0	0	0
Vitvi08g04349	0	0	0	0	-1	0	0	0	0
Vitvi08g04357	0	0	0	0	1	0	0	0	0
Vitvi08g04358	0	0	0	0	1	0	0	0	0
Vitvi08g04367	0	0	0	0	0	0	0	-1	0
Vitvi08g04368	0	-1	0	0	0	0	0	-1	0
Vitvi08g04370	0	0	0	0	0	-1	0	0	0
Vitvi08g04377	0	-1	1	0	0	0	0	-1	0
Vitvi08g04388	0	-1	0	0	0	0	0	0	0
Vitvi08g04390	0	0	0	0	0	0	0	1	0
Vitvi08g04416	0	0	0	0	-1	0	0	0	0
Vitvi08g04432	0	0	0	0	0	0	0	-1	0
Vitvi09g00022	0	-1	0	0	0	0	0	-1	0
Vitvi09g00030	0	-1	0	0	-1	0	0	0	0
Vitvi09g00036	0	0	0	1	0	0	0	0	0
Vitvi09g00038	-1	0	0	0	0	0	0	0	0
Vitvi09g00039	0	0	0	0	0	0	0	-1	0
Vitvi09g00040	0	-1	0	0	0	0	0	-1	0
Vitvi09g00045	0	0	0	0	0	0	0	-1	0
Vitvi09g00064	0	0	-1	0	0	0	0	0	0
Vitvi09g00068	0	0	0	0	0	0	0	-1	0
Vitvi09g00083	0	-1	0	0	0	0	0	-1	0
Vitvi09g00107	0	0	0	0	0	0	0	-1	0
Vitvi09g00112	0	0	0	0	0	0	0	-1	0
Vitvi09g00143	0	0	0	0	-1	0	0	0	0
Vitvi09g00144	0	0	0	0	0	0	0	-1	0
Vitvi09g00159	0	0	0	0	0	0	0	-1	0
Vitvi09g00166	0	0	0	0	0	0	0	0	-1
Vitvi09g00183	0	-1	0	0	0	0	0	-1	0
Vitvi09g00206	0	0	0	0	-1	0	0	-1	0
Vitvi09g00219	0	0	0	0	0	0	0	0	1
Vitvi09g00233	1	0	0	0	0	0	0	0	0
Vitvi09g00241	0	0	0	0	0	0	0	1	0
Vitvi09g00253	1	0	0	0	0	0	0	0	0
Vitvi09g00255	1	0	0	0	0	0	0	0	0
Vitvi09g00258	0	0	0	0	-1	0	0	-1	0
Vitvi09g00261	0	-1	0	0	0	0	0	-1	0
Vitvi09g00264	0	0	0	0	0	0	0	-1	0
Vitvi09g00275	0	0	0	0	1	0	0	1	0
Vitvi09g00284	0	0	1	0	0	0	0	0	0
Vitvi09g00285	0	0	0	0	1	0	0	1	0
Vitvi09g00290	0	0	0	0	-1	0	0	-1	0
Vitvi09g00323	0	0	0	0	0	0	0	-1	0
Vitvi09g00336	0	0	0	0	0	0	-1	-1	0
Vitvi09g00352	0	0	0	0	0	0	0	-1	0
Vitvi09g00359	0	0	0	0	0	0	0	-1	0
Vitvi09g00361	0	0	0	0	0	0	-1	-1	0
Vitvi09g00368	0	0	0	0	0	0	0	0	-1
Vitvi09g00372	0	0	0	0	0	0	-1	-1	0
Vitvi09g00383	0	0	-1	0	0	0	0	0	0
Vitvi09g00384	0	0	0	0	-1	0	0	0	0
Vitvi09g00391	0	0	-1	0	0	0	0	0	0
Vitvi09g00394	1	0	0	0	0	0	0	0	0
Vitvi09g00419	1	1	1	0	0	0	1	1	1
Vitvi09g00436	0	-1	0	0	0	0	0	-1	0
Vitvi09g00443	0	-1	0	0	0	0	0	-1	0
Vitvi09g00486	0	0	0	0	-1	0	0	0	0
Vitvi09g00488	0	0	0	0	0	0	-1	-1	0
Vitvi09g00512	0	-1	0	0	0	0	0	0	0
Vitvi09g00535	0	1	0	0	1	0	0	1	0
Vitvi09g00540	0	0	1	0	1	0	0	0	0
Vitvi09g00566	1	0	1	0	0	0	0	0	0
Vitvi09g00590	0	0	0	0	-1	0	0	0	0
Vitvi09g00593	0	-1	0	0	0	0	0	-1	0
Vitvi09g00618	0	-1	0	0	0	0	0	-1	0
Vitvi09g00767	0	0	0	0	0	0	0	0	-1
Vitvi09g00867	0	-1	-1	0	0	0	-1	-1	-1
Vitvi09g00870	0	0	1	0	0	0	0	0	0
Vitvi09g00994	0	0	1	0	0	0	0	0	0
Vitvi09g01026	0	1	0	0	1	0	0	0	0
Vitvi09g01031	1	0	0	0	0	0	0	0	0
Vitvi09g01036	0	0	0	0	0	0	0	-1	0
Vitvi09g01141	0	0	0	0	0	0	0	-1	0
Vitvi09g01145	0	0	0	0	-1	0	0	-1	0
Vitvi09g01196	0	0	0	0	1	0	0	0	0
Vitvi09g01214	1	1	1	0	1	0	0	1	0
Vitvi09g01233	0	-1	0	0	0	0	0	-1	0
Vitvi09g01266	0	-1	0	0	-1	0	0	0	0
Vitvi09g01269	0	-1	0	0	-1	0	0	0	0
Vitvi09g01272	0	-1	0	0	0	0	0	0	0
Vitvi09g01273	0	0	0	0	0	0	0	0	1
Vitvi09g01282	0	-1	0	0	0	0	0	-1	0
Vitvi09g01297	0	-1	0	0	0	0	-1	-1	0
Vitvi09g01302	0	-1	0	0	0	0	0	-1	0
Vitvi09g01309	0	0	-1	0	0	0	0	0	0
Vitvi09g01310	1	0	0	0	0	0	0	0	0
Vitvi09g01317	0	0	0	0	0	0	0	-1	0
Vitvi09g01335	1	0	0	0	0	0	0	0	0
Vitvi09g01376	1	1	0	0	1	0	0	1	0
Vitvi09g01390	0	1	0	0	0	0	0	1	0
Vitvi09g01398	0	0	-1	0	0	0	0	0	0
Vitvi09g01427	0	0	0	0	1	0	0	1	0
Vitvi09g01464	0	0	0	0	0	0	0	-1	0
Vitvi09g01542	0	0	0	0	0	0	-1	0	0
Vitvi09g01555	1	0	0	0	0	0	0	0	0
Vitvi09g01556	1	0	0	0	0	0	0	0	0
Vitvi09g01560	1	0	0	0	0	0	0	0	0
Vitvi09g01562	0	0	0	0	0	0	0	-1	0
Vitvi09g01571	0	0	0	0	0	0	0	-1	0
Vitvi09g01592	0	1	1	0	1	0	1	1	0
Vitvi09g01616	0	0	0	0	0	0	0	-1	0
Vitvi09g01646	0	0	0	0	1	0	1	1	0
Vitvi09g01650	0	0	0	0	0	0	0	-1	0
Vitvi09g01651	0	0	1	0	0	0	0	0	0
Vitvi09g01654	0	0	0	0	1	0	0	0	0
Vitvi09g01664	1	0	0	0	0	0	0	0	0
Vitvi09g01698	1	1	1	0	0	0	0	0	0
Vitvi09g01708	0	0	0	0	-1	0	0	0	0
Vitvi09g01736	0	0	0	0	0	0	0	-1	0
Vitvi09g01751	0	-1	0	0	0	0	0	-1	0
Vitvi09g01764	0	-1	0	0	0	0	0	-1	0
Vitvi09g01773	0	-1	0	0	0	0	0	0	0
Vitvi09g01807	1	1	1	0	1	0	1	1	0
Vitvi09g01914	0	-1	0	0	0	0	0	-1	0
Vitvi09g01936	0	0	0	1	0	0	0	0	0
Vitvi09g01951	1	0	0	0	0	0	-1	0	0
Vitvi09g02006	0	0	-1	0	0	0	0	-1	0
Vitvi09g02008	0	0	1	0	0	0	0	0	0
Vitvi09g02014	0	0	-1	0	0	0	0	0	0
Vitvi09g02033	0	1	1	0	1	0	0	1	0
Vitvi09g02034	0	0	0	0	1	0	0	1	0
Vitvi09g02044	1	0	0	0	0	0	0	0	0
Vitvi09g04042	0	0	0	0	0	0	0	-1	0
Vitvi09g04043	0	0	0	0	0	0	0	-1	0
Vitvi09g04078	1	1	1	0	1	0	0	0	0
Vitvi09g04081	0	0	0	0	0	0	0	0	1
Vitvi09g04085	0	0	0	0	1	0	0	1	0
Vitvi09g04094	0	0	0	0	0	0	0	-1	0
Vitvi09g04101	0	0	0	0	0	0	0	-1	0
Vitvi09g04122	0	0	0	0	0	0	0	-1	0
Vitvi09g04146	0	0	0	-1	-1	0	0	0	0
Vitvi09g04150	0	0	0	0	-1	0	0	0	0
Vitvi09g04152	0	0	0	1	0	0	0	0	0
Vitvi09g04166	0	0	1	0	0	0	0	0	1
Vitvi09g04170	0	-1	0	0	0	0	0	0	0
Vitvi09g04187	0	0	0	0	1	0	0	0	1
Vitvi09g04205	1	0	0	0	0	0	0	0	0
Vitvi09g04212	1	0	0	0	1	0	0	1	0
Vitvi09g04215	0	0	0	0	0	0	-1	-1	0
Vitvi09g04219	1	0	0	0	0	0	0	0	0
Vitvi09g04222	1	1	0	0	1	0	1	1	0
Vitvi09g04225	0	0	0	0	0	-1	0	0	0
Vitvi09g04231	0	0	0	0	1	0	0	0	0
Vitvi09g04280	-1	-1	-1	0	0	0	-1	-1	-1
Vitvi09g04286	0	-1	0	0	0	0	0	-1	0
Vitvi09g04292	0	-1	0	0	0	0	0	-1	0
Vitvi09g04307	0	0	-1	0	0	0	0	0	0
Vitvi09g04337	0	0	1	0	0	0	0	0	0
Vitvi09g04374	0	0	1	0	0	0	0	0	1
Vitvi09g04376	0	0	1	0	1	0	0	0	0
Vitvi09g04415	0	0	1	0	0	1	0	1	1
Vitvi09g04416	0	1	1	0	1	0	0	1	0
Vitvi09g04430	0	0	0	0	0	0	0	0	-1
Vitvi09g04468	0	0	0	0	0	0	0	-1	0
Vitvi09g04473	0	1	1	0	1	0	0	0	0
Vitvi09g04474	0	0	0	0	1	0	0	0	0
Vitvi09g04475	1	0	0	1	0	0	0	0	0
Vitvi09g04495	0	0	0	0	0	0	0	-1	0
Vitvi09g04535	1	0	0	0	0	0	0	0	0
Vitvi09g04536	1	0	0	0	0	0	0	0	0
Vitvi09g04537	0	1	0	0	1	0	1	1	0
Vitvi09g04541	1	0	0	0	0	0	0	0	0
Vitvi09g04548	1	0	0	0	0	0	0	0	0
Vitvi09g04550	0	0	-1	0	0	0	0	0	0
Vitvi09g04564	1	0	1	1	0	0	0	0	0
Vitvi09g04565	1	0	0	1	0	0	0	0	0
Vitvi09g04597	1	0	-1	0	0	0	-1	-1	0
Vitvi09g04607	0	0	0	1	-1	0	0	-1	0
Vitvi10g00017	0	-1	-1	0	-1	0	0	0	0
Vitvi10g00026	0	0	0	0	0	0	0	-1	0
Vitvi10g00049	-1	0	0	0	0	0	0	0	0
Vitvi10g00052	0	0	0	0	0	0	0	-1	0
Vitvi10g00062	0	0	0	0	0	0	0	-1	0
Vitvi10g00082	0	-1	0	0	0	0	0	0	0
Vitvi10g00086	0	0	1	0	0	0	0	0	0
Vitvi10g00087	0	0	0	0	1	0	0	0	0
Vitvi10g00100	0	-1	0	0	0	0	0	0	0
Vitvi10g00106	0	0	0	0	0	0	-1	0	0
Vitvi10g00119	0	0	0	0	-1	0	0	0	0
Vitvi10g00131	0	-1	0	0	-1	0	0	0	0
Vitvi10g00134	0	0	1	0	0	0	0	0	1
Vitvi10g00164	0	-1	0	0	-1	0	0	0	0
Vitvi10g00178	0	0	1	0	0	1	0	0	1
Vitvi10g00179	0	0	1	0	0	0	0	0	0
Vitvi10g00183	0	0	1	0	0	0	0	0	1
Vitvi10g00196	0	0	0	0	0	0	0	-1	-1
Vitvi10g00210	1	0	0	0	0	0	0	0	0
Vitvi10g00213	0	-1	0	0	0	0	0	-1	0
Vitvi10g00214	1	0	0	0	0	0	0	0	0
Vitvi10g00229	0	0	0	0	0	0	0	1	0
Vitvi10g00233	0	0	1	0	0	0	0	-1	0
Vitvi10g00241	1	0	0	0	0	0	0	0	0
Vitvi10g00246	0	0	1	0	0	0	0	0	1
Vitvi10g00290	0	0	0	0	0	0	0	-1	0
Vitvi10g00307	0	0	0	0	0	0	0	-1	0
Vitvi10g00339	0	0	0	0	0	0	0	-1	0
Vitvi10g00359	0	0	0	0	0	0	0	-1	0
Vitvi10g00372	0	0	0	0	-1	0	-1	-1	0
Vitvi10g00400	0	0	0	0	-1	0	0	0	0
Vitvi10g00413	0	0	0	0	-1	0	0	-1	0
Vitvi10g00414	0	-1	0	0	0	0	0	0	0
Vitvi10g00422	0	0	0	0	0	0	0	-1	0
Vitvi10g00436	0	-1	0	0	-1	0	0	-1	0
Vitvi10g00451	0	-1	0	0	0	0	0	-1	0
Vitvi10g00503	0	-1	0	0	0	0	0	0	0
Vitvi10g00509	0	0	0	0	1	0	0	1	0
Vitvi10g00519	0	0	1	0	0	1	0	0	0
Vitvi10g00520	0	0	0	0	0	0	0	-1	0
Vitvi10g00522	0	0	0	0	0	0	0	1	0
Vitvi10g00523	0	-1	0	0	-1	0	0	-1	0
Vitvi10g00524	0	0	0	0	-1	0	0	-1	0
Vitvi10g00527	0	-1	0	0	-1	0	0	-1	0
Vitvi10g00542	0	0	-1	0	0	0	0	0	0
Vitvi10g00551	0	0	0	0	-1	0	0	0	0
Vitvi10g00562	1	-1	0	0	0	0	-1	-1	0
Vitvi10g00564	0	-1	0	0	0	0	0	0	0
Vitvi10g00567	0	0	0	0	-1	0	0	-1	0
Vitvi10g00613	0	0	0	0	-1	0	0	0	0
Vitvi10g00647	0	0	0	0	1	0	0	0	0
Vitvi10g00668	0	0	0	0	0	0	0	-1	0
Vitvi10g00669	0	0	0	0	0	0	0	-1	0
Vitvi10g00679	0	0	0	0	0	0	0	-1	0
Vitvi10g00694	-1	0	0	0	0	0	0	1	0
Vitvi10g00734	0	0	-1	0	0	0	0	0	0
Vitvi10g00740	0	0	0	0	-1	0	-1	-1	0
Vitvi10g00742	0	0	1	0	0	0	0	0	0
Vitvi10g00759	0	0	0	0	0	0	0	-1	0
Vitvi10g00774	0	-1	0	0	0	0	0	0	0
Vitvi10g00787	0	0	0	0	-1	0	0	0	0
Vitvi10g00788	0	0	0	0	-1	0	0	0	0
Vitvi10g00806	0	0	1	0	0	0	0	0	0
Vitvi10g00811	0	-1	0	0	0	0	0	0	0
Vitvi10g00826	0	0	0	0	-1	0	0	0	0
Vitvi10g00827	0	0	0	1	0	0	0	0	0
Vitvi10g00870	0	-1	0	0	-1	0	0	-1	0
Vitvi10g00879	0	-1	0	0	0	0	0	-1	0
Vitvi10g00882	0	0	0	0	0	0	0	-1	0
Vitvi10g00903	0	0	0	0	1	0	0	1	0
Vitvi10g00905	0	-1	0	0	-1	0	0	0	0
Vitvi10g00931	0	0	0	0	0	0	-1	0	0
Vitvi10g00949	0	-1	0	0	-1	0	0	-1	0
Vitvi10g00969	0	0	-1	0	0	0	0	0	0
Vitvi10g00977	0	-1	-1	0	-1	0	0	0	-1
Vitvi10g00984	0	0	0	0	0	0	-1	-1	-1
Vitvi10g00992	0	0	0	0	0	0	0	-1	0
Vitvi10g01015	0	0	0	0	0	0	0	-1	0
Vitvi10g01020	0	0	0	0	-1	0	0	0	0
Vitvi10g01035	0	-1	0	0	-1	0	0	0	0
Vitvi10g01053	1	0	0	0	0	0	0	0	0
Vitvi10g01070	0	-1	0	0	-1	0	0	0	0
Vitvi10g01072	-1	0	0	0	0	0	0	0	0
Vitvi10g01107	0	-1	0	0	0	0	0	-1	0
Vitvi10g01138	0	0	-1	0	0	0	0	0	0
Vitvi10g01155	0	0	-1	0	0	0	0	0	-1
Vitvi10g01211	0	0	0	0	-1	0	0	0	0
Vitvi10g01247	0	0	-1	0	-1	0	0	0	0
Vitvi10g01384	-1	0	0	0	0	0	0	0	0
Vitvi10g01411	0	0	1	0	0	0	0	0	0
Vitvi10g01477	0	0	-1	0	0	0	0	0	0
Vitvi10g01505	0	0	0	0	0	0	0	-1	0
Vitvi10g01541	0	0	0	0	-1	0	0	0	0
Vitvi10g01544	0	0	0	0	1	0	0	1	0
Vitvi10g01548	0	-1	0	0	0	0	0	0	0
Vitvi10g01549	0	-1	0	0	-1	0	0	0	0
Vitvi10g01552	0	0	0	0	-1	0	0	0	0
Vitvi10g01568	0	0	-1	0	0	0	0	0	0
Vitvi10g01585	0	0	0	0	-1	0	0	0	0
Vitvi10g01600	0	0	0	0	1	0	0	0	0
Vitvi10g01615	0	1	0	0	-1	0	0	0	0
Vitvi10g01620	0	0	0	0	0	0	0	-1	0
Vitvi10g01657	0	0	0	0	0	0	0	-1	0
Vitvi10g01666	0	0	0	0	0	0	0	-1	0
Vitvi10g01678	0	0	0	0	0	0	0	1	0
Vitvi10g01679	0	-1	0	0	-1	0	0	0	0
Vitvi10g01684	0	0	0	0	0	0	0	-1	0
Vitvi10g01686	0	0	0	0	1	0	0	1	0
Vitvi10g01696	1	0	0	0	0	0	0	0	0
Vitvi10g01697	0	0	1	1	0	0	0	0	0
Vitvi10g01702	0	0	1	0	0	0	0	0	0
Vitvi10g01704	0	0	0	0	-1	0	0	0	0
Vitvi10g01710	0	0	0	0	-1	0	0	0	0
Vitvi10g01746	0	0	0	0	0	0	0	-1	0
Vitvi10g01753	0	0	0	0	0	0	0	0	1
Vitvi10g01760	0	-1	0	0	0	0	0	-1	0
Vitvi10g01773	0	0	0	0	0	1	0	0	0
Vitvi10g01779	0	0	0	0	1	0	0	0	0
Vitvi10g01787	0	0	-1	0	-1	0	0	0	0
Vitvi10g01789	0	0	-1	0	0	0	0	0	0
Vitvi10g01798	0	0	0	1	0	0	0	0	0
Vitvi10g01812	1	0	1	0	-1	0	-1	0	0
Vitvi10g01813	0	0	0	0	0	0	0	1	0
Vitvi10g01814	0	0	0	0	0	0	-1	0	0
Vitvi10g01839	0	0	0	0	0	0	-1	-1	0
Vitvi10g01856	0	0	0	0	0	0	0	-1	0
Vitvi10g01857	0	0	0	0	-1	0	0	0	0
Vitvi10g01860	0	0	0	0	-1	0	0	0	0
Vitvi10g01862	0	0	1	0	0	0	0	0	0
Vitvi10g01875	0	0	1	0	0	0	0	-1	0
Vitvi10g01880	0	-1	0	0	-1	0	0	0	0
Vitvi10g01881	0	0	1	0	0	0	0	0	0
Vitvi10g01888	0	0	0	0	0	0	0	-1	0
Vitvi10g01952	0	0	-1	0	0	0	0	0	-1
Vitvi10g02015	0	0	0	0	0	0	0	-1	0
Vitvi10g02037	0	-1	0	0	0	0	0	0	0
Vitvi10g02047	0	0	-1	0	0	0	0	0	0
Vitvi10g02101	0	0	0	0	-1	0	0	-1	0
Vitvi10g02177	0	0	0	0	0	0	0	-1	0
Vitvi10g02185	0	0	0	0	0	0	0	-1	0
Vitvi10g02256	0	-1	0	0	-1	0	0	0	0
Vitvi10g02282	-1	0	0	0	0	0	0	0	0
Vitvi10g02283	0	0	0	0	0	0	1	1	0
Vitvi10g02284	-1	0	0	0	0	0	0	0	0
Vitvi10g02289	-1	0	0	0	0	0	0	0	0
Vitvi10g02298	0	0	0	0	0	0	0	-1	0
Vitvi10g02302	0	0	0	0	1	0	0	0	0
Vitvi10g02309	0	0	0	0	-1	0	0	-1	0
Vitvi10g02340	0	0	0	0	0	0	0	-1	0
Vitvi10g02384	0	0	0	0	0	0	0	-1	0
Vitvi10g04021	0	-1	0	0	-1	0	0	-1	0
Vitvi10g04023	0	0	0	0	1	0	0	1	0
Vitvi10g04028	0	-1	0	0	0	0	0	-1	0
Vitvi10g04029	0	-1	0	0	0	0	0	-1	0
Vitvi10g04031	0	0	0	0	0	0	1	1	0
Vitvi10g04043	0	0	-1	0	0	0	0	0	0
Vitvi10g04044	-1	0	0	0	0	0	-1	-1	-1
Vitvi10g04052	0	0	0	0	-1	0	0	0	0
Vitvi10g04054	0	-1	0	0	0	0	-1	0	0
Vitvi10g04064	0	0	1	0	0	0	0	0	0
Vitvi10g04071	0	0	0	0	0	0	0	-1	0
Vitvi10g04074	0	0	1	0	0	0	0	0	0
Vitvi10g04078	0	0	0	0	0	0	0	-1	0
Vitvi10g04085	0	-1	0	0	0	0	-1	-1	0
Vitvi10g04092	-1	0	0	0	0	0	1	0	0
