"gene","Rpv12_pattern","Rpv12_1_pattern","Rpv12_1_3_pattern","combined_pattern"
"Vitvi08g01534","EEE","DEE","EDE","EEE|DEE|EDE"
"Vitvi08g01537","EDE","UEE","EDE","EDE|UEE|EDE"
"Vitvi08g01546","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi08g01548","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi08g01558","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi08g01561","EEE","UEU","DDD","EEE|UEU|DDD"
"Vitvi08g01562","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g01570","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi08g01572","EDU","UEE","DDD","EDU|UEE|DDD"
"Vitvi08g01573","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g01579","UEU","EEE","DED","UEU|EEE|DED"
"Vitvi08g01580","UEE","UEE","UUE","UEE|UEE|UUE"
"Vitvi08g01581","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi08g01582","DEU","EEU","EEE","DEU|EEU|EEE"
"Vitvi08g01596","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi08g01602","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g01604","EDE","UEE","DDD","EDE|UEE|DDD"
"Vitvi08g01606","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi08g01611","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g01614","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g01617","EDE","UEE","DDE","EDE|UEE|DDE"
"Vitvi08g01621","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi08g01623","EED","UEE","EUU","EED|UEE|EUU"
"Vitvi08g01627","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi08g01631","UEU","EUU","EEE","UEU|EUU|EEE"
"Vitvi08g01634","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g01639","EEE","EEE","DED","EEE|EEE|DED"
"Vitvi08g01640","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi08g01649","EEE","EUE","EEE","EEE|EUE|EEE"
"Vitvi08g01656","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi08g01662","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi08g01666","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g01667","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi08g01668","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi08g01669","UEE","UEE","EUE","UEE|UEE|EUE"
"Vitvi08g01670","EEE","UUE","UUE","EEE|UUE|UUE"
"Vitvi08g01673","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi08g01678","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi08g01679","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi08g01680","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi08g01681","DDD","EEU","DEE","DDD|EEU|DEE"
"Vitvi08g01686","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi08g01693","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi08g01699","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g01701","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi08g01702","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi08g01711","EEE","EEE","DED","EEE|EEE|DED"
"Vitvi08g01714","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi08g01718","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g01723","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi08g01724","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi08g01735","UEE","UDE","DED","UEE|UDE|DED"
"Vitvi08g01736","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi08g01740","UEE","UEE","DED","UEE|UEE|DED"
"Vitvi08g01744","UUE","UUE","UUU","UUE|UUE|UUU"
"Vitvi08g01747","UED","EED","EEE","UED|EED|EEE"
"Vitvi08g01749","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi08g01767","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi08g01768","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi08g01770","UED","DDD","EED","UED|DDD|EED"
"Vitvi08g01771","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi08g01774","UEE","EEE","DEE","UEE|EEE|DEE"
"Vitvi08g01777","UUD","EEE","EDD","UUD|EEE|EDD"
"Vitvi08g01787","EUE","EUE","EEU","EUE|EUE|EEU"
"Vitvi08g01789","UEE","UEU","EEE","UEE|UEU|EEE"
"Vitvi08g01792","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi08g01794","UUE","EED","EDD","UUE|EED|EDD"
"Vitvi08g01803","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi08g01816","UEE","UEE","EED","UEE|UEE|EED"
"Vitvi08g01821","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi08g01822","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g01825","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi08g01826","EEE","EEE","UUE","EEE|EEE|UUE"
"Vitvi08g01828","EEE","EEE","EUU","EEE|EEE|EUU"
"Vitvi08g01829","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi08g01831","EEE","UEE","EDE","EEE|UEE|EDE"
"Vitvi08g01834","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g01836","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi08g01838","EUE","EEE","EUU","EUE|EEE|EUU"
"Vitvi08g01841","DUE","EUU","EUU","DUE|EUU|EUU"
"Vitvi08g01843","DUE","EUE","UUE","DUE|EUE|UUE"
"Vitvi08g01844","EEE","DED","EEE","EEE|DED|EEE"
"Vitvi08g01846","UEE","DDD","DDE","UEE|DDD|DDE"
"Vitvi08g01847","DUD","EUE","EUE","DUD|EUE|EUE"
"Vitvi08g01848","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g01851","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi08g01853","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi08g01855","EEE","DDE","DEE","EEE|DDE|DEE"
"Vitvi08g01856","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi08g01858","DED","DEE","EEE","DED|DEE|EEE"
"Vitvi08g01860","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g01861","EEE","EDD","DEE","EEE|EDD|DEE"
"Vitvi08g01863","UEU","UEE","DDE","UEU|UEE|DDE"
"Vitvi08g01879","EDE","EEE","EDD","EDE|EEE|EDD"
"Vitvi08g01881","UEE","EDD","DDD","UEE|EDD|DDD"
"Vitvi08g01884","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g01890","UEE","EEE","UEU","UEE|EEE|UEU"
"Vitvi08g01893","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi08g01897","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi08g01902","EEE","UEE","EDE","EEE|UEE|EDE"
"Vitvi08g01904","UED","UED","EEE","UED|UED|EEE"
"Vitvi08g01905","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi08g01911","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi08g01915","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi08g01923","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi08g01931","EED","EEE","UUE","EED|EEE|UUE"
"Vitvi08g01933","EEE","EEE","UUE","EEE|EEE|UUE"
"Vitvi08g01935","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi08g01936","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi08g01940","EED","EED","UUE","EED|EED|UUE"
"Vitvi08g01944","EEE","UEU","EEE","EEE|UEU|EEE"
"Vitvi08g01950","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi08g01957","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi08g01962","EEE","EEU","EDE","EEE|EEU|EDE"
"Vitvi08g01965","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi08g01974","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi08g01990","UEE","EEU","DDE","UEE|EEU|DDE"
"Vitvi08g01993","EDE","EEU","EEU","EDE|EEU|EEU"
"Vitvi08g01995","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi08g02000","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g02007","EDE","UEE","EDD","EDE|UEE|EDD"
"Vitvi08g02008","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi08g02051","DED","UUE","EED","DED|UUE|EED"
"Vitvi08g02056","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi08g02065","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g02066","EED","EED","EED","EED|EED|EED"
"Vitvi08g02068","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g02069","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi08g02074","UEE","EDE","EEE","UEE|EDE|EEE"
"Vitvi08g02084","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi08g02086","EUE","EEE","EEE","EUE|EEE|EEE"
"Vitvi08g02089","UEE","UEE","DDE","UEE|UEE|DDE"
"Vitvi08g02100","UEU","UUU","UEU","UEU|UUU|UEU"
"Vitvi08g02107","EEE","UED","EEE","EEE|UED|EEE"
"Vitvi08g02109","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi08g02126","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi08g02129","UEU","UEU","EEE","UEU|UEU|EEE"
"Vitvi08g02143","EEE","UEE","EDE","EEE|UEE|EDE"
"Vitvi08g02147","EEE","EED","DDD","EEE|EED|DDD"
"Vitvi08g02154","DDE","EEU","DDE","DDE|EEU|DDE"
"Vitvi08g02160","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi08g02162","UEE","UEE","DDE","UEE|UEE|DDE"
"Vitvi08g02166","EDD","UEU","DDD","EDD|UEU|DDD"
"Vitvi08g02167","EEE","UUU","EEE","EEE|UUU|EEE"
"Vitvi08g02169","DEE","EEE","EUE","DEE|EEE|EUE"
"Vitvi08g02170","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g02176","UEE","UEE","DDE","UEE|UEE|DDE"
"Vitvi08g02180","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi08g02189","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi08g02191","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g02195","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi08g02201","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi08g02205","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi08g02206","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g02210","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi08g02214","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi08g02216","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi08g02217","EED","DDD","EEE","EED|DDD|EEE"
"Vitvi08g02218","DEU","EUU","DDD","DEU|EUU|DDD"
"Vitvi08g02222","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi08g02226","EEE","UUE","UUE","EEE|UUE|UUE"
"Vitvi08g02228","UEE","EED","EUE","UEE|EED|EUE"
"Vitvi08g02235","EEE","EDE","EDD","EEE|EDE|EDD"
"Vitvi08g02236","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi08g02238","DEE","EEE","DDD","DEE|EEE|DDD"
"Vitvi08g02246","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g02249","EEE","DDD","EED","EEE|DDD|EED"
"Vitvi08g02251","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g02253","EEE","EED","EED","EEE|EED|EED"
"Vitvi08g02257","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi08g02259","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g02261","DEE","UEE","DDE","DEE|UEE|DDE"
"Vitvi08g02264","EED","UEE","EEE","EED|UEE|EEE"
"Vitvi08g02266","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi08g02274","EEE","UUU","EEU","EEE|UUU|EEU"
"Vitvi08g02275","EEE","UUU","EEE","EEE|UUU|EEE"
"Vitvi08g02288","UEE","DDD","EEE","UEE|DDD|EEE"
"Vitvi08g02289","DEE","EEU","EEE","DEE|EEU|EEE"
"Vitvi08g02295","EEE","EED","EDE","EEE|EED|EDE"
"Vitvi08g02304","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g02307","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g02309","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi08g02318","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi08g02324","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi08g02326","DEE","EUE","EED","DEE|EUE|EED"
"Vitvi08g02330","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi08g02331","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi08g02333","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g02334","EED","EDD","EEE","EED|EDD|EEE"
"Vitvi08g02335","EEE","EDD","EDE","EEE|EDD|EDE"
"Vitvi08g02336","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g02350","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi08g02355","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g02357","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g02359","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi08g02360","EEE","EDD","EEE","EEE|EDD|EEE"
"Vitvi08g02366","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi08g02368","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g02382","EDE","UEU","EDE","EDE|UEU|EDE"
"Vitvi08g02383","EDE","UEU","DDD","EDE|UEU|DDD"
"Vitvi08g02386","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g02387","EDE","UUU","DDE","EDE|UUU|DDE"
"Vitvi08g02393","DUE","DEE","EUU","DUE|DEE|EUU"
"Vitvi08g02397","EED","DDD","EED","EED|DDD|EED"
"Vitvi08g02398","UEU","UEE","EEE","UEU|UEE|EEE"
"Vitvi08g02401","EED","EUE","DED","EED|EUE|DED"
"Vitvi08g02406","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi08g02412","EEU","UEU","UUU","EEU|UEU|UUU"
"Vitvi08g04001","EED","DDD","EEE","EED|DDD|EEE"
"Vitvi08g04002","EDE","UEE","DDE","EDE|UEE|DDE"
"Vitvi08g04010","UEE","EED","EED","UEE|EED|EED"
"Vitvi08g04020","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi08g04030","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi08g04031","EUE","EUE","EUE","EUE|EUE|EUE"
"Vitvi08g04035","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi08g04038","UEU","UEU","UEU","UEU|UEU|UEU"
"Vitvi08g04047","EEE","EUE","EEE","EEE|EUE|EEE"
"Vitvi08g04054","EUE","EEE","EUE","EUE|EEE|EUE"
"Vitvi08g04055","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi08g04075","EED","DDE","EEE","EED|DDE|EEE"
"Vitvi08g04091","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g04101","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi08g04102","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi08g04114","DED","EEE","EEU","DED|EEE|EEU"
"Vitvi08g04118","UEU","UEE","DDE","UEU|UEE|DDE"
"Vitvi08g04123","EUE","EEE","UUU","EUE|EEE|UUU"
"Vitvi08g04124","EED","EEE","EUE","EED|EEE|EUE"
"Vitvi08g04129","EEU","UEU","EEE","EEU|UEU|EEE"
"Vitvi08g04132","EEE","EDE","DEE","EEE|EDE|DEE"
"Vitvi08g04137","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi08g04140","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi08g04143","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi08g04162","EEU","EEU","EEU","EEU|EEU|EEU"
"Vitvi08g04165","EDU","UEU","EEE","EDU|UEU|EEE"
"Vitvi08g04166","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi08g04167","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi08g04175","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi08g04186","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi08g04190","EDE","EEU","EDE","EDE|EEU|EDE"
"Vitvi08g04198","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi08g04199","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g04206","UEE","UEE","UEE","UEE|UEE|UEE"
"Vitvi08g04210","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi08g04212","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi08g04218","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi08g04221","EEU","EEE","DDE","EEU|EEE|DDE"
"Vitvi08g04225","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi08g04226","EEU","UEU","EEE","EEU|UEU|EEE"
"Vitvi08g04234","EEE","EED","EDE","EEE|EED|EDE"
"Vitvi08g04235","EEE","EED","EED","EEE|EED|EED"
"Vitvi08g04236","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g04243","EED","EED","EED","EED|EED|EED"
"Vitvi08g04253","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi08g04260","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi08g04264","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi08g04277","DEE","EEE","DDD","DEE|EEE|DDD"
"Vitvi08g04278","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g04284","DDD","DDD","DDD","DDD|DDD|DDD"
"Vitvi08g04286","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g04287","EED","DDD","DDD","EED|DDD|DDD"
"Vitvi08g04290","EED","DDD","DDD","EED|DDD|DDD"
"Vitvi08g04292","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi08g04296","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi08g04314","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi08g04316","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi08g04317","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi08g04318","EEE","DED","EEE","EEE|DED|EEE"
"Vitvi08g04326","EDU","EEE","DDE","EDU|EEE|DDE"
"Vitvi08g04331","EEE","EED","DDE","EEE|EED|DDE"
"Vitvi08g04336","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi08g04345","DDE","EEE","EDE","DDE|EEE|EDE"
"Vitvi08g04349","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi08g04351","EED","DED","EED","EED|DED|EED"
"Vitvi08g04357","EEE","EUU","EEE","EEE|EUU|EEE"
"Vitvi08g04358","EEE","EUU","EEE","EEE|EUU|EEE"
"Vitvi08g04367","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi08g04368","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi08g04370","EEE","DDD","EED","EEE|DDD|EED"
"Vitvi08g04371","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi08g04377","EDU","EEU","EDE","EDU|EEU|EDE"
"Vitvi08g04380","EED","EEE","UEE","EED|EEE|UEE"
"Vitvi08g04382","EDE","EDD","EED","EDE|EDD|EED"
"Vitvi08g04384","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi08g04386","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g04390","EUD","EEE","EUE","EUD|EEE|EUE"
"Vitvi08g04397","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi08g04399","EEU","EEE","EEU","EEU|EEE|EEU"
"Vitvi08g04416","UEE","EDD","DDD","UEE|EDD|DDD"
"Vitvi08g04418","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi08g04419","EED","UEE","EUE","EED|UEE|EUE"
"Vitvi08g04432","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi09g00006","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi09g00007","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi09g00008","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g00012","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi09g00017","EEE","UEE","EED","EEE|UEE|EED"
"Vitvi09g00018","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi09g00022","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi09g00028","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g00030","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi09g00033","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g00035","EEE","EED","DED","EEE|EED|DED"
"Vitvi09g00036","DEE","UEE","EEE","DEE|UEE|EEE"
"Vitvi09g00038","DEE","UEE","EEE","DEE|UEE|EEE"
"Vitvi09g00039","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g00040","EDE","UEE","EDE","EDE|UEE|EDE"
"Vitvi09g00043","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g00045","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi09g00056","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi09g00064","UED","UEE","UEE","UED|UEE|UEE"
"Vitvi09g00068","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi09g00081","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi09g00083","EDE","UEE","DDE","EDE|UEE|DDE"
"Vitvi09g00086","UED","EEE","EEE","UED|EEE|EEE"
"Vitvi09g00088","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi09g00107","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi09g00112","EEU","EEE","EDE","EEU|EEE|EDE"
"Vitvi09g00128","UEE","EEE","DEE","UEE|EEE|DEE"
"Vitvi09g00129","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi09g00142","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi09g00143","EDE","EDE","EEE","EDE|EDE|EEE"
"Vitvi09g00144","UED","EED","EEE","UED|EED|EEE"
"Vitvi09g00146","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi09g00155","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g00159","EED","UEE","EDD","EED|UEE|EDD"
"Vitvi09g00166","DEE","EEE","DDD","DEE|EEE|DDD"
"Vitvi09g00170","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi09g00172","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi09g00177","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g00183","EDE","UEE","EDE","EDE|UEE|EDE"
"Vitvi09g00184","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi09g00185","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi09g00186","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g00187","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi09g00198","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi09g00206","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi09g00219","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi09g00233","UUD","EED","EUE","UUD|EED|EUE"
"Vitvi09g00241","UUE","DEE","UUU","UUE|DEE|UUU"
"Vitvi09g00253","UUE","EED","EEE","UUE|EED|EEE"
"Vitvi09g00255","UUE","EEE","EEE","UUE|EEE|EEE"
"Vitvi09g00258","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi09g00260","UED","EED","EEE","UED|EED|EEE"
"Vitvi09g00261","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi09g00264","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi09g00273","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi09g00275","EUU","EUE","UUU","EUU|EUE|UUU"
"Vitvi09g00281","DDE","EEE","EEE","DDE|EEE|EEE"
"Vitvi09g00284","UEU","UEU","EEU","UEU|UEU|EEU"
"Vitvi09g00285","EUU","EUE","EUU","EUU|EUE|EUU"
"Vitvi09g00286","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi09g00290","UEE","EEU","EDU","UEE|EEU|EDU"
"Vitvi09g00293","EUE","EEE","UEE","EUE|EEE|UEE"
"Vitvi09g00296","UUU","UEU","UUU","UUU|UEU|UUU"
"Vitvi09g00301","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi09g00303","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi09g00307","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g00308","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g00311","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi09g00314","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g00321","EUE","EEE","EEE","EUE|EEE|EEE"
"Vitvi09g00323","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi09g00324","EED","EEE","DEE","EED|EEE|DEE"
"Vitvi09g00333","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi09g00334","UEE","UEU","EDE","UEE|UEU|EDE"
"Vitvi09g00335","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi09g00336","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g00340","UEU","UEU","DDE","UEU|UEU|DDE"
"Vitvi09g00341","UEE","EEU","EEU","UEE|EEU|EEU"
"Vitvi09g00350","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi09g00352","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g00356","EEE","EEU","DDE","EEE|EEU|DDE"
"Vitvi09g00359","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi09g00361","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g00366","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi09g00368","EEE","DED","EED","EEE|DED|EED"
"Vitvi09g00371","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi09g00372","UEU","UEE","DDE","UEU|UEE|DDE"
"Vitvi09g00373","EEE","UEE","DDD","EEE|UEE|DDD"
"Vitvi09g00377","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g00378","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g00382","EED","DED","EEE","EED|DED|EEE"
"Vitvi09g00383","EED","EED","EEE","EED|EED|EEE"
"Vitvi09g00384","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi09g00385","EEE","EDD","EED","EEE|EDD|EED"
"Vitvi09g00388","EUE","DEE","EEE","EUE|DEE|EEE"
"Vitvi09g00389","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi09g00391","EED","EEE","EED","EED|EEE|EED"
"Vitvi09g00394","UEE","EDD","EEE","UEE|EDD|EEE"
"Vitvi09g00406","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g00412","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g00416","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi09g00418","EDD","EEE","EED","EDD|EEE|EED"
"Vitvi09g00419","UUU","EEE","UUU","UUU|EEE|UUU"
