"gene","Rpv12_pattern","Rpv12_1_pattern","Rpv12_1_3_pattern","combined_pattern"
"Vitvi01g01258","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi01g01259","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi01g01265","EEE","EEE","EDU","EEE|EEE|EDU"
"Vitvi01g01282","EDE","UEE","DDD","EDE|UEE|DDD"
"Vitvi01g01284","DED","EUU","DEE","DED|EUU|DEE"
"Vitvi01g01301","UEE","EED","EDD","UEE|EED|EDD"
"Vitvi01g01304","EEE","DED","EEE","EEE|DED|EEE"
"Vitvi01g01307","EDE","EEE","EDD","EDE|EEE|EDD"
"Vitvi01g01313","UEU","UEE","EEU","UEU|UEE|EEU"
"Vitvi01g01314","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g01315","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi01g01320","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi01g01328","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g01339","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi01g01342","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi01g01355","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi01g01356","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi01g01357","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi01g01359","EED","UEE","EEE","EED|UEE|EEE"
"Vitvi01g01368","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi01g01374","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g01376","EDE","UEE","EDD","EDE|UEE|EDD"
"Vitvi01g01390","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi01g01404","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi01g01434","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi01g01435","EEE","EDD","EEE","EEE|EDD|EEE"
"Vitvi01g01476","EED","EEE","UEE","EED|EEE|UEE"
"Vitvi01g01505","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g01506","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi01g01520","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi01g01534","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi01g01536","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi01g01537","EEE","DED","EEE","EEE|DED|EEE"
"Vitvi01g01538","EED","EUE","EEE","EED|EUE|EEE"
"Vitvi01g01547","EDE","UEE","EDE","EDE|UEE|EDE"
"Vitvi01g01557","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi01g01558","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi01g01559","EED","EDE","EED","EED|EDE|EED"
"Vitvi01g01561","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi01g01562","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi01g01566","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi01g01575","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi01g01578","EDE","EDD","DDD","EDE|EDD|DDD"
"Vitvi01g01591","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi01g01592","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi01g01595","UUE","EUD","EED","UUE|EUD|EED"
"Vitvi01g01611","EED","EED","DDD","EED|EED|DDD"
"Vitvi01g01618","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g01632","UEU","EEE","EEE","UEU|EEE|EEE"
"Vitvi01g01640","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi01g01641","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi01g01644","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi01g01651","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi01g01654","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi01g01655","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi01g01657","UDE","UEE","DDD","UDE|UEE|DDD"
"Vitvi01g01660","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi01g01677","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi01g01680","DEE","EUE","UUE","DEE|EUE|UUE"
"Vitvi01g01684","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi01g01689","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi01g01690","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi01g01701","DDD","UEE","DDD","DDD|UEE|DDD"
"Vitvi01g01711","DED","DEE","EEE","DED|DEE|EEE"
"Vitvi01g01714","UEU","UEE","EDE","UEU|UEE|EDE"
"Vitvi01g01727","EDE","UEE","EEE","EDE|UEE|EEE"
"Vitvi01g01728","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi01g01733","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi01g01734","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g01745","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi01g01748","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi01g01750","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi01g01751","DDD","DDD","DDD","DDD|DDD|DDD"
"Vitvi01g01760","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi01g01761","EDE","UEE","DDE","EDE|UEE|DDE"
"Vitvi01g01777","UEE","EEE","DEE","UEE|EEE|DEE"
"Vitvi01g01778","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi01g01780","EEE","DDE","EEE","EEE|DDE|EEE"
"Vitvi01g01782","EDE","EEE","EDD","EDE|EEE|EDD"
"Vitvi01g01791","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi01g01796","UEE","UEE","DDE","UEE|UEE|DDE"
"Vitvi01g01799","EDD","EEE","EED","EDD|EEE|EED"
"Vitvi01g01801","EED","EEE","EUE","EED|EEE|EUE"
"Vitvi01g01803","UDE","UEE","EDE","UDE|UEE|EDE"
"Vitvi01g01805","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi01g01806","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi01g01807","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi01g01808","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi01g01826","DUE","EUU","EUE","DUE|EUU|EUE"
"Vitvi01g01835","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi01g01837","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi01g01838","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi01g01842","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi01g01844","DED","EUE","EEE","DED|EUE|EEE"
"Vitvi01g01845","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi01g01848","EEE","EED","DDE","EEE|EED|DDE"
"Vitvi01g01852","DED","DED","DDD","DED|DED|DDD"
"Vitvi01g01853","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi01g01855","UED","EED","EEE","UED|EED|EEE"
"Vitvi01g01859","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi01g01865","UED","UEE","EEE","UED|UEE|EEE"
"Vitvi01g01876","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi01g01877","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi01g01878","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi01g01881","EEE","UUU","EEE","EEE|UUU|EEE"
"Vitvi01g01888","DEE","DEU","EEE","DEE|DEU|EEE"
"Vitvi01g01902","EED","UEE","UEE","EED|UEE|UEE"
"Vitvi01g01903","EEE","EED","EED","EEE|EED|EED"
"Vitvi01g01907","UED","EED","DDD","UED|EED|DDD"
"Vitvi01g01908","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi01g01915","UEE","DDE","EEE","UEE|DDE|EEE"
"Vitvi01g01917","UEE","UEE","EED","UEE|UEE|EED"
"Vitvi01g01918","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi01g01919","UEU","EEE","EEE","UEU|EEE|EEE"
"Vitvi01g01923","EED","DEE","EEE","EED|DEE|EEE"
"Vitvi01g01924","UED","EED","EEE","UED|EED|EEE"
"Vitvi01g01926","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi01g01932","DED","DED","EED","DED|DED|EED"
"Vitvi01g01934","UED","EED","EEE","UED|EED|EEE"
"Vitvi01g01935","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g01936","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi01g01941","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi01g01943","EEE","EEE","UUU","EEE|EEE|UUU"
"Vitvi01g01944","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi01g01946","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi01g01952","UEE","EED","EDE","UEE|EED|EDE"
"Vitvi01g01954","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi01g01955","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi01g01958","EUE","EUU","EUU","EUE|EUU|EUU"
"Vitvi01g01959","DDE","EEE","EEE","DDE|EEE|EEE"
"Vitvi01g01960","EEU","UEE","EEE","EEU|UEE|EEE"
"Vitvi01g01968","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi01g01971","UEE","UEE","DDE","UEE|UEE|DDE"
"Vitvi01g01972","UEE","UEE","DDE","UEE|UEE|DDE"
"Vitvi01g01973","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g01974","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi01g01981","EEE","UEU","DDE","EEE|UEU|DDE"
"Vitvi01g01982","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g01984","EEE","DEE","EEU","EEE|DEE|EEU"
"Vitvi01g01987","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi01g01988","DEE","DEE","DED","DEE|DEE|DED"
"Vitvi01g01990","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi01g01993","EEE","EUE","EEE","EEE|EUE|EEE"
"Vitvi01g01997","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi01g01998","EED","EEE","DDD","EED|EEE|DDD"
"Vitvi01g02001","DEE","EEE","EUE","DEE|EEE|EUE"
"Vitvi01g02003","UUE","UEU","EEE","UUE|UEU|EEE"
"Vitvi01g02012","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g02013","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g02020","UEE","UDE","EDE","UEE|UDE|EDE"
"Vitvi01g02026","DDE","EEE","EEE","DDE|EEE|EEE"
"Vitvi01g02030","EEE","UEE","EDE","EEE|UEE|EDE"
"Vitvi01g02031","EED","EEE","EEU","EED|EEE|EEU"
"Vitvi01g02039","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi01g02047","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi01g02051","EEE","DEE","DED","EEE|DEE|DED"
"Vitvi01g02060","EEU","UUU","EEE","EEU|UUU|EEE"
"Vitvi01g02061","EEE","UUU","UEU","EEE|UUU|UEU"
"Vitvi01g02072","EUE","EUU","UUU","EUE|EUU|UUU"
"Vitvi01g02097","UEE","EDE","DDE","UEE|EDE|DDE"
"Vitvi01g02099","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi01g02100","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi01g02150","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi01g02178","UEE","EEE","EUE","UEE|EEE|EUE"
"Vitvi01g02201","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi01g02214","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi01g02227","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi01g02228","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi01g02229","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g02242","DDD","DDD","DDD","DDD|DDD|DDD"
"Vitvi01g02247","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g02252","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g02254","UEE","DDD","EED","UEE|DDD|EED"
"Vitvi01g02263","EDU","EEU","DDE","EDU|EEU|DDE"
"Vitvi01g02272","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi01g02274","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi01g02275","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g02286","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi01g02293","EEE","UEE","UEE","EEE|UEE|UEE"
"Vitvi01g02295","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi01g02299","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi01g02300","EED","EED","EEE","EED|EED|EEE"
"Vitvi01g04001","EEE","EED","EUE","EEE|EED|EUE"
"Vitvi01g04002","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi01g04005","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi01g04015","EEE","EED","EED","EEE|EED|EED"
"Vitvi01g04017","UUD","UUD","EUE","UUD|UUD|EUE"
"Vitvi01g04028","EDE","EEU","DDE","EDE|EEU|DDE"
"Vitvi01g04034","EED","EEE","EUE","EED|EEE|EUE"
"Vitvi01g04036","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi01g04038","DEE","EEE","DDE","DEE|EEE|DDE"
"Vitvi01g04047","DED","DEE","DDE","DED|DEE|DDE"
"Vitvi01g04052","DDD","UEE","DDD","DDD|UEE|DDD"
"Vitvi01g04056","UED","EED","DDD","UED|EED|DDD"
"Vitvi01g04058","DEE","EUE","EEE","DEE|EUE|EEE"
"Vitvi01g04074","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi01g04075","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi01g04077","EDE","UEE","EEE","EDE|UEE|EEE"
"Vitvi01g04078","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi01g04079","UEE","EED","DDD","UEE|EED|DDD"
"Vitvi01g04080","UUE","UUU","UEE","UUE|UUU|UEE"
"Vitvi01g04082","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi01g04083","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi01g04087","EED","DED","DEE","EED|DED|DEE"
"Vitvi01g04088","EUD","EED","EEE","EUD|EED|EEE"
"Vitvi01g04094","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g04095","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g04096","UUE","EEE","UEE","UUE|EEE|UEE"
"Vitvi01g04106","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g04107","UEU","EDE","EEE","UEU|EDE|EEE"
"Vitvi01g04109","DUE","EUU","EUE","DUE|EUU|EUE"
"Vitvi01g04113","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi01g04115","EDD","EEE","DDD","EDD|EEE|DDD"
"Vitvi01g04132","UUU","UUU","EEU","UUU|UUU|EEU"
"Vitvi01g04136","DEE","DED","DDE","DEE|DED|DDE"
"Vitvi01g04144","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi01g04152","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi01g04154","UEE","UUU","EEU","UEE|UUU|EEU"
"Vitvi01g04159","EEE","EEE","DED","EEE|EEE|DED"
"Vitvi01g04160","EED","EEE","DDD","EED|EEE|DDD"
"Vitvi01g04161","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi01g04164","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g04170","EEE","EUU","EEE","EEE|EUU|EEE"
"Vitvi01g04172","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g04175","UEE","EDE","EDE","UEE|EDE|EDE"
"Vitvi01g04178","UUU","UUE","UUU","UUU|UUE|UUU"
"Vitvi01g04180","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi01g04182","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi01g04185","UEU","EEE","DDE","UEU|EEE|DDE"
"Vitvi01g04190","UUU","EUE","UUU","UUU|EUE|UUU"
"Vitvi01g04191","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi01g04203","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi01g04204","UEU","UEE","DDE","UEU|UEE|DDE"
"Vitvi01g04205","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi01g04206","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi01g04207","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi01g04222","DEE","EEE","DEE","DEE|EEE|DEE"
"Vitvi01g04239","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi01g04248","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi01g04251","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi01g04261","EEE","EEE","UUE","EEE|EEE|UUE"
"Vitvi01g04266","EEE","EUU","DEE","EEE|EUU|DEE"
"Vitvi01g04267","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi01g04283","EDD","DED","EEE","EDD|DED|EEE"
"Vitvi01g04308","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi01g04309","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi01g04313","UEE","UEE","DEE","UEE|UEE|DEE"
"Vitvi01g04317","DDE","EEU","EEE","DDE|EEU|EEE"
"Vitvi01g04324","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g04325","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi01g04330","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g04362","EDE","EDD","DDD","EDE|EDD|DDD"
"Vitvi01g04364","UEU","UEE","UUU","UEU|UEE|UUU"
"Vitvi01g04365","EEE","EEE","DED","EEE|EEE|DED"
"Vitvi01g04366","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi01g04377","UEU","UEE","EEE","UEU|UEE|EEE"
"Vitvi01g04389","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi01g04391","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi01g04413","UEE","EED","EED","UEE|EED|EED"
"Vitvi01g04414","UUU","UEE","EEE","UUU|UEE|EEE"
"Vitvi01g04416","UEE","EED","EED","UEE|EED|EED"
"Vitvi01g04419","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi01g04423","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi01g04424","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi01g04425","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi01g04428","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi01g04429","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi01g04435","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi01g04436","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi01g04438","EDU","EEU","EEE","EDU|EEU|EEE"
"Vitvi01g04445","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi01g04447","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi01g04468","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi02g00006","EEU","UEE","EEE","EEU|UEE|EEE"
"Vitvi02g00011","EEE","EEE","DED","EEE|EEE|DED"
"Vitvi02g00013","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi02g00014","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi02g00017","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi02g00020","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi02g00021","EEE","DEE","DEE","EEE|DEE|DEE"
"Vitvi02g00022","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi02g00032","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi02g00039","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi02g00040","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi02g00051","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi02g00055","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi02g00056","UUE","UUU","UUU","UUE|UUU|UUU"
"Vitvi02g00063","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi02g00066","EED","EED","DEE","EED|EED|DEE"
"Vitvi02g00070","UEE","EDE","EDD","UEE|EDE|EDD"
"Vitvi02g00073","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi02g00077","DEE","DDE","EDE","DEE|DDE|EDE"
"Vitvi02g00079","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi02g00081","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi02g00086","EDD","EDD","DDD","EDD|EDD|DDD"
"Vitvi02g00089","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi02g00091","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi02g00093","DDE","EEE","DDD","DDE|EEE|DDD"
"Vitvi02g00096","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi02g00099","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi02g00108","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi02g00110","EED","UEE","EEE","EED|UEE|EEE"
"Vitvi02g00112","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi02g00114","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi02g00115","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi02g00116","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi02g00118","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi02g00120","EED","EEE","EED","EED|EEE|EED"
"Vitvi02g00121","UEE","UEE","DDE","UEE|UEE|DDE"
"Vitvi02g00125","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi02g00130","UED","EED","EEE","UED|EED|EEE"
"Vitvi02g00136","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi02g00143","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi02g00147","EEE","EDE","EDD","EEE|EDE|EDD"
"Vitvi02g00149","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi02g00152","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi02g00153","EEU","EDE","EEE","EEU|EDE|EEE"
"Vitvi02g00162","EDD","UEE","EDE","EDD|UEE|EDE"
"Vitvi02g00167","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi02g00177","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi02g00186","EEE","EUU","EEE","EEE|EUU|EEE"
"Vitvi02g00192","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi02g00194","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi02g00197","UED","EEE","EDD","UED|EEE|EDD"
"Vitvi02g00206","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi02g00211","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi02g00212","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi02g00219","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi02g00223","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi02g00225","EUE","UUE","EEE","EUE|UUE|EEE"
"Vitvi02g00226","DED","EEE","EUE","DED|EEE|EUE"
"Vitvi02g00228","EED","UEE","UUE","EED|UEE|UUE"
"Vitvi02g00231","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi02g00232","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi02g00236","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi02g00238","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi02g00239","UEE","UEE","DDE","UEE|UEE|DDE"
"Vitvi02g00241","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi02g00242","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi02g00243","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi02g00258","DED","EUE","EUE","DED|EUE|EUE"
"Vitvi02g00259","EEU","EDE","UUU","EEU|EDE|UUU"
"Vitvi02g00260","DEE","EUE","EUE","DEE|EUE|EUE"
"Vitvi02g00263","DED","EUE","EUE","DED|EUE|EUE"
"Vitvi02g00270","EEE","EUE","EEE","EEE|EUE|EEE"
"Vitvi02g00273","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi02g00276","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi02g00278","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi02g00280","UEU","UEE","EEE","UEU|UEE|EEE"
"Vitvi02g00286","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi02g00287","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi02g00289","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi02g00293","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi02g00295","EED","UUE","EEE","EED|UUE|EEE"
"Vitvi02g00301","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi02g00303","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi02g00304","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi02g00319","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi02g00320","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi02g00327","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi02g00340","UEE","UEE","EED","UEE|UEE|EED"
"Vitvi02g00346","UEU","UEE","EDE","UEU|UEE|EDE"
"Vitvi02g00348","EDE","DDD","DDD","EDE|DDD|DDD"
"Vitvi02g00370","EDE","EDE","DEE","EDE|EDE|DEE"
"Vitvi02g00377","EEE","EEE","DED","EEE|EEE|DED"
"Vitvi02g00378","UEU","EEU","UEU","UEU|EEU|UEU"
"Vitvi02g00380","EEE","EEE","EUU","EEE|EEE|EUU"
"Vitvi02g00382","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi02g00390","UEU","EEE","EEE","UEU|EEE|EEE"
"Vitvi02g00391","EED","EED","EED","EED|EED|EED"
"Vitvi02g00393","EED","EDD","EED","EED|EDD|EED"
"Vitvi02g00394","EED","EED","EED","EED|EED|EED"
"Vitvi02g00395","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi02g00399","EED","UED","EEE","EED|UED|EEE"
"Vitvi02g00403","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi02g00404","DEE","EEE","EED","DEE|EEE|EED"
"Vitvi02g00409","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi02g00413","EEE","UEE","EDD","EEE|UEE|EDD"
"Vitvi02g00416","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi02g00417","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi02g00420","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi02g00424","EEE","UUU","EED","EEE|UUU|EED"
"Vitvi02g00429","DUD","EUE","UUU","DUD|EUE|UUU"
"Vitvi02g00435","EDE","EDD","EED","EDE|EDD|EED"
"Vitvi02g00436","EUD","UUD","UUE","EUD|UUD|UUE"
"Vitvi02g00442","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi02g00444","EED","DED","EEE","EED|DED|EEE"
"Vitvi02g00446","EUE","EUU","UUU","EUE|EUU|UUU"
"Vitvi02g00450","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi02g00451","EEE","EUE","EEE","EEE|EUE|EEE"
"Vitvi02g00454","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi02g00459","EEU","DEE","EEE","EEU|DEE|EEE"
"Vitvi02g00466","DEE","EEE","EUU","DEE|EEE|EUU"
"Vitvi02g00467","UEE","EEE","EEE","UEE|EEE|EEE"
